Risk_Zone,Crop,Variety,Year,Acres,Yield
11,Canola/Rapeseed,CS3000 TF,2023,1470,44.8
11,Canola/Rapeseed,CS3000 TF,2024,1230,37.0
11,Canola/Rapeseed,CS3000 TF,2025,945,50.7
11,Canola/Rapeseed,CS3300 TF,2021,,
11,Canola/Rapeseed,CS3300 TF,2022,,
11,Canola/Rapeseed,CS3300 TF,2023,,
11,Canola/Rapeseed,CS3300 TF,2024,,
11,Canola/Rapeseed,CS3300 TF,2025,662,50.7
11,Canola/Rapeseed,CS4000 LL,2021,673,35.4
11,Canola/Rapeseed,CS4000 LL,2022,6094,43.9
11,Canola/Rapeseed,CS4000 LL,2023,2805,37.1
11,Canola/Rapeseed,CS4000 LL,2024,2116,32.7
11,Canola/Rapeseed,CS4000 LL,2025,485,38.3
11,Canola/Rapeseed,CS4100 LL,2021,,
11,Canola/Rapeseed,CS4100 LL,2022,,
11,Canola/Rapeseed,CS4100 LL,2023,,
11,Canola/Rapeseed,CS4100 LL,2024,,
11,Canola/Rapeseed,CS4100 LL,2025,1055,46.1
11,Canola/Rapeseed,DK 801 LL,2021,,
11,Canola/Rapeseed,DK 801 LL,2022,,
11,Canola/Rapeseed,DK 801 LL,2023,,
11,Canola/Rapeseed,DK 801 LL,2024,,
11,Canola/Rapeseed,DK 801 LL,2025,1906,50.5
11,Canola/Rapeseed,DKLL 83 SC,2021,,
11,Canola/Rapeseed,DKLL 83 SC,2022,516,42.2
11,Canola/Rapeseed,DKLL 83 SC,2023,3705,44.9
11,Canola/Rapeseed,DKLL 83 SC,2024,3144,28.3
11,Canola/Rapeseed,DKLL 83 SC,2025,543,41.1
11,Canola/Rapeseed,DK400TL,2021,,
11,Canola/Rapeseed,DK400TL,2022,,
11,Canola/Rapeseed,DK400TL,2023,,
11,Canola/Rapeseed,DK400TL,2024,4255,35.4
11,Canola/Rapeseed,DK400TL,2025,923,45.0
11,Canola/Rapeseed,DK401TK,2021,,
11,Canola/Rapeseed,DK401TK,2022,,
11,Canola/Rapeseed,DK401TK,2023,,
11,Canola/Rapeseed,DK401TK,2024,,
11,Canola/Rapeseed,DK401TK,2025,2644,45.8
11,Canola/Rapeseed,DK401TL,2021,,
11,Canola/Rapeseed,DK401TL,2022,,
11,Canola/Rapeseed,DK401TL,2023,,
11,Canola/Rapeseed,DK401TL,2024,,
11,Canola/Rapeseed,DK401TL,2025,590,47.5
11,Canola/Rapeseed,DK800LL,2021,,
11,Canola/Rapeseed,DK800LL,2022,,
11,Canola/Rapeseed,DK800LL,2023,,
11,Canola/Rapeseed,DK800LL,2024,1016,31.0
11,Canola/Rapeseed,DK800LL,2025,1511,54.0
11,Canola/Rapeseed,DK801LL,2021,,
11,Canola/Rapeseed,DK801LL,2022,,
11,Canola/Rapeseed,DK801LL,2023,,
11,Canola/Rapeseed,DK801LL,2024,,
11,Canola/Rapeseed,DK801LL,2025,1485,43.4
11,Canola/Rapeseed,DK900TF,2021,,
11,Canola/Rapeseed,DK900TF,2022,,
11,Canola/Rapeseed,DK900TF,2023,5329,40.0
11,Canola/Rapeseed,DK900TF,2024,21827,30.9
11,Canola/Rapeseed,DK900TF,2025,11768,41.0
11,Canola/Rapeseed,DK902TF,2021,,
11,Canola/Rapeseed,DK902TF,2022,,
11,Canola/Rapeseed,DK902TF,2023,2563,40.7
11,Canola/Rapeseed,DK902TF,2024,415,24.6
11,Canola/Rapeseed,DK902TF,2025,947,42.1
11,Canola/Rapeseed,LR354PC,2021,,
11,Canola/Rapeseed,LR354PC,2022,,
11,Canola/Rapeseed,LR354PC,2023,5321,43.6
11,Canola/Rapeseed,LR354PC,2024,5201,31.4
11,Canola/Rapeseed,LR354PC,2025,8284,48.9
11,Canola/Rapeseed,L233P,2021,104567,31.0
11,Canola/Rapeseed,L233P,2022,97465,46.7
11,Canola/Rapeseed,L233P,2023,65112,44.0
11,Canola/Rapeseed,L233P,2024,38291,34.8
11,Canola/Rapeseed,L233P,2025,20368,48.5
11,Canola/Rapeseed,L255PC,2021,23555,30.7
11,Canola/Rapeseed,L255PC,2022,15983,43.6
11,Canola/Rapeseed,L255PC,2023,3693,40.3
11,Canola/Rapeseed,L255PC,2024,570,28.0
11,Canola/Rapeseed,L255PC,2025,1303,51.3
11,Canola/Rapeseed,L330PC,2021,,
11,Canola/Rapeseed,L330PC,2022,,
11,Canola/Rapeseed,L330PC,2023,,
11,Canola/Rapeseed,L330PC,2024,,
11,Canola/Rapeseed,L330PC,2025,39151,48.4
11,Canola/Rapeseed,L333PC,2021,,
11,Canola/Rapeseed,L333PC,2022,,
11,Canola/Rapeseed,L333PC,2023,,
11,Canola/Rapeseed,L333PC,2024,,
11,Canola/Rapeseed,L333PC,2025,12531,46.3
11,Canola/Rapeseed,L340PC,2021,41116,30.1
11,Canola/Rapeseed,L340PC,2022,117097,47.5
11,Canola/Rapeseed,L340PC,2023,138942,47.0
11,Canola/Rapeseed,L340PC,2024,186714,39.8
11,Canola/Rapeseed,L340PC,2025,254869,47.6
11,Canola/Rapeseed,L341PC,2021,,
11,Canola/Rapeseed,L341PC,2022,,
11,Canola/Rapeseed,L341PC,2023,,
11,Canola/Rapeseed,L341PC,2024,,
11,Canola/Rapeseed,L341PC,2025,2443,46.5
11,Canola/Rapeseed,L343PC,2021,,
11,Canola/Rapeseed,L343PC,2022,3083,44.6
11,Canola/Rapeseed,L343PC,2023,13748,43.0
11,Canola/Rapeseed,L343PC,2024,7297,33.9
11,Canola/Rapeseed,L343PC,2025,1470,49.7
11,Canola/Rapeseed,L345PC,2021,45483,30.3
11,Canola/Rapeseed,L345PC,2022,61085,45.9
11,Canola/Rapeseed,L345PC,2023,35270,44.7
11,Canola/Rapeseed,L345PC,2024,36801,38.8
11,Canola/Rapeseed,L345PC,2025,18796,45.0
11,Canola/Rapeseed,L350PC,2021,,
11,Canola/Rapeseed,L350PC,2022,,
11,Canola/Rapeseed,L350PC,2023,28040,44.5
11,Canola/Rapeseed,L350PC,2024,19261,39.2
11,Canola/Rapeseed,L350PC,2025,3893,44.4
11,Canola/Rapeseed,L356PC,2021,,
11,Canola/Rapeseed,L356PC,2022,17501,48.6
11,Canola/Rapeseed,L356PC,2023,53581,45.2
11,Canola/Rapeseed,L356PC,2024,92588,37.3
11,Canola/Rapeseed,L356PC,2025,68846,48.4
11,Canola/Rapeseed,PV 661 LCM,2021,,
11,Canola/Rapeseed,PV 661 LCM,2022,,
11,Canola/Rapeseed,PV 661 LCM,2023,,
11,Canola/Rapeseed,PV 661 LCM,2024,6754,33.9
11,Canola/Rapeseed,PV 661 LCM,2025,5993,41.9
11,Canola/Rapeseed,PV 681 LC,2021,,
11,Canola/Rapeseed,PV 681 LC,2022,,
11,Canola/Rapeseed,PV 681 LC,2023,3352,37.2
11,Canola/Rapeseed,PV 681 LC,2024,1502,21.2
11,Canola/Rapeseed,PV 681 LC,2025,1926,38.8
11,Canola/Rapeseed,PV 760 TM,2021,2143,21.3
11,Canola/Rapeseed,PV 760 TM,2022,607,40.7
11,Canola/Rapeseed,PV 760 TM,2023,447,37.5
11,Canola/Rapeseed,PV 760 TM,2024,,
11,Canola/Rapeseed,PV 760 TM,2025,411,37.5
11,Canola/Rapeseed,PV 761 TM,2021,10516,24.1
11,Canola/Rapeseed,PV 761 TM,2022,10064,40.3
11,Canola/Rapeseed,PV 761 TM,2023,14561,35.5
11,Canola/Rapeseed,PV 761 TM,2024,4679,30.9
11,Canola/Rapeseed,PV 761 TM,2025,785,43.9
11,Canola/Rapeseed,PV 781 TCM,2021,,
11,Canola/Rapeseed,PV 781 TCM,2022,,
11,Canola/Rapeseed,PV 781 TCM,2023,4808,40.5
11,Canola/Rapeseed,PV 781 TCM,2024,10610,24.8
11,Canola/Rapeseed,PV 781 TCM,2025,6497,36.3
11,Canola/Rapeseed,PV661 LCM,2021,,
11,Canola/Rapeseed,PV661 LCM,2022,,
11,Canola/Rapeseed,PV661 LCM,2023,1218,47.9
11,Canola/Rapeseed,PV661 LCM,2024,5954,37.6
11,Canola/Rapeseed,PV661 LCM,2025,4241,42.6
11,Canola/Rapeseed,PV783,2021,,
11,Canola/Rapeseed,PV783,2022,,
11,Canola/Rapeseed,PV783,2023,,
11,Canola/Rapeseed,PV783,2024,,
11,Canola/Rapeseed,PV783,2025,3476,41.0
11,Canola/Rapeseed,P1530G,2021,,
11,Canola/Rapeseed,P1530G,2022,,
11,Canola/Rapeseed,P1530G,2023,,
11,Canola/Rapeseed,P1530G,2024,,
11,Canola/Rapeseed,P1530G,2025,608,50.6
11,Canola/Rapeseed,P1540L,2021,,
11,Canola/Rapeseed,P1540L,2022,,
11,Canola/Rapeseed,P1540L,2023,,
11,Canola/Rapeseed,P1540L,2024,,
11,Canola/Rapeseed,P1540L,2025,1667,52.6
11,Canola/Rapeseed,P502CL,2021,475,28.2
11,Canola/Rapeseed,P502CL,2022,,
11,Canola/Rapeseed,P502CL,2023,,
11,Canola/Rapeseed,P502CL,2024,,
11,Canola/Rapeseed,P502CL,2025,825,45.8
11,Canola/Rapeseed,P505MSL,2021,3470,26.1
11,Canola/Rapeseed,P505MSL,2022,6932,44.5
11,Canola/Rapeseed,P505MSL,2023,10571,45.8
11,Canola/Rapeseed,P505MSL,2024,19881,34.7
11,Canola/Rapeseed,P505MSL,2025,8894,48.5
11,Canola/Rapeseed,P508CL,2021,,
11,Canola/Rapeseed,P508CL,2022,,
11,Canola/Rapeseed,P508CL,2023,,
11,Canola/Rapeseed,P508CL,2024,,
11,Canola/Rapeseed,P508CL,2025,1956,48.7
11,Canola/Rapeseed,P508MCL,2021,2847,35.4
11,Canola/Rapeseed,P508MCL,2022,3932,41.4
11,Canola/Rapeseed,P508MCL,2023,995,38.8
11,Canola/Rapeseed,P508MCL,2024,1762,32.1
11,Canola/Rapeseed,P508MCL,2025,642,33.6
11,Canola/Rapeseed,P510G,2021,,
11,Canola/Rapeseed,P510G,2022,,
11,Canola/Rapeseed,P510G,2023,686,47.3
11,Canola/Rapeseed,P510G,2024,5367,34.2
11,Canola/Rapeseed,P510G,2025,3409,44.3
11,Canola/Rapeseed,P514CL,2021,,
11,Canola/Rapeseed,P514CL,2022,,
11,Canola/Rapeseed,P514CL,2023,1894,40.6
11,Canola/Rapeseed,P514CL,2024,657,31.2
11,Canola/Rapeseed,P514CL,2025,1069,50.5
11,Canola/Rapeseed,P515G,2021,,
11,Canola/Rapeseed,P515G,2022,,
11,Canola/Rapeseed,P515G,2023,1661,42.2
11,Canola/Rapeseed,P515G,2024,12589,33.4
11,Canola/Rapeseed,P515G,2025,8300,46.2
11,Canola/Rapeseed,P516L,2021,,
11,Canola/Rapeseed,P516L,2022,,
11,Canola/Rapeseed,P516L,2023,1479,34.3
11,Canola/Rapeseed,P516L,2024,10794,29.6
11,Canola/Rapeseed,P516L,2025,1903,55.2
11,Canola/Rapeseed,P519L,2021,,
11,Canola/Rapeseed,P519L,2022,,
11,Canola/Rapeseed,P519L,2023,,
11,Canola/Rapeseed,P519L,2024,,
11,Canola/Rapeseed,P519L,2025,1136,41.3
11,Canola/Rapeseed,P520L,2021,,
11,Canola/Rapeseed,P520L,2022,,
11,Canola/Rapeseed,P520L,2023,,
11,Canola/Rapeseed,P520L,2024,1824,38.3
11,Canola/Rapeseed,P520L,2025,16736,46.3
11,Canola/Rapeseed,P617SL,2021,,
11,Canola/Rapeseed,P617SL,2022,,
11,Canola/Rapeseed,P617SL,2023,,
11,Canola/Rapeseed,P617SL,2024,,
11,Canola/Rapeseed,P617SL,2025,982,43.5
11,Canola/Rapeseed,2600 CS CR-T,2021,1789,24.4
11,Canola/Rapeseed,2600 CS CR-T,2022,2062,36.0
11,Canola/Rapeseed,2600 CS CR-T,2023,,
11,Canola/Rapeseed,2600 CS CR-T,2024,1565,32.9
11,Canola/Rapeseed,2600 CS CR-T,2025,410,37.3
11,Canola/Rapeseed,45CM39,2021,28743,27.2
11,Canola/Rapeseed,45CM39,2022,12606,43.2
11,Canola/Rapeseed,45CM39,2023,23224,40.5
11,Canola/Rapeseed,45CM39,2024,5583,34.3
11,Canola/Rapeseed,45CM39,2025,698,42.0
11,Canola/Rapeseed,45H42,2021,3668,25.7
11,Canola/Rapeseed,45H42,2022,3168,41.4
11,Canola/Rapeseed,45H42,2023,9187,42.5
11,Canola/Rapeseed,45H42,2024,5084,33.3
11,Canola/Rapeseed,45H42,2025,1848,39.4
11,Canola/Rapeseed,45M35,2021,5480,29.5
11,Canola/Rapeseed,45M35,2022,4794,44.2
11,Canola/Rapeseed,45M35,2023,3497,42.1
11,Canola/Rapeseed,45M35,2024,1165,32.0
11,Canola/Rapeseed,45M35,2025,1228,50.0
11,Canola/Rapeseed,519 HYOLA RR,2021,,
11,Canola/Rapeseed,519 HYOLA RR,2022,,
11,Canola/Rapeseed,519 HYOLA RR,2023,,
11,Canola/Rapeseed,519 HYOLA RR,2024,,
11,Canola/Rapeseed,519 HYOLA RR,2025,794,37.1
11,Field Peas,ABERDEEN AAC,2021,,
11,Field Peas,ABERDEEN AAC,2022,,
11,Field Peas,ABERDEEN AAC,2023,701,37.6
11,Field Peas,ABERDEEN AAC,2024,2482,34.9
11,Field Peas,ABERDEEN AAC,2025,2099,42.8
11,Field Peas,AMARILLO CDC,2021,8451,23.8
11,Field Peas,AMARILLO CDC,2022,6989,36.7
11,Field Peas,AMARILLO CDC,2023,5918,38.1
11,Field Peas,AMARILLO CDC,2024,5936,30.7
11,Field Peas,AMARILLO CDC,2025,1799,37.8
11,Field Peas,CARVER AAC,2021,5900,30.5
11,Field Peas,CARVER AAC,2022,8349,45.5
11,Field Peas,CARVER AAC,2023,9688,50.2
11,Field Peas,CARVER AAC,2024,5495,45.9
11,Field Peas,CARVER AAC,2025,3776,49.6
11,Field Peas,CHROME AAC,2021,4627,25.6
11,Field Peas,CHROME AAC,2022,7666,42.4
11,Field Peas,CHROME AAC,2023,11009,39.8
11,Field Peas,CHROME AAC,2024,13188,38.2
11,Field Peas,CHROME AAC,2025,11646,44.0
11,Field Peas,FOREST CDC,2021,2245,29.8
11,Field Peas,FOREST CDC,2022,2005,39.5
11,Field Peas,FOREST CDC,2023,1407,42.2
11,Field Peas,FOREST CDC,2024,4662,42.9
11,Field Peas,FOREST CDC,2025,5328,47.5
11,Field Peas,GREENWATER,2021,3910,25.4
11,Field Peas,GREENWATER,2022,3189,35.2
11,Field Peas,GREENWATER,2023,755,33.0
11,Field Peas,GREENWATER,2024,1601,40.1
11,Field Peas,GREENWATER,2025,643,44.5
11,Field Peas,INCA CDC,2021,5341,26.6
11,Field Peas,INCA CDC,2022,5089,47.6
11,Field Peas,INCA CDC,2023,2704,41.2
11,Field Peas,INCA CDC,2024,2169,36.8
11,Field Peas,INCA CDC,2025,1471,39.9
11,Field Peas,JULIUS AAC,2021,,
11,Field Peas,JULIUS AAC,2022,,
11,Field Peas,JULIUS AAC,2023,,
11,Field Peas,JULIUS AAC,2024,,
11,Field Peas,JULIUS AAC,2025,2850,46.2
11,Field Peas,LEWOCHKO CDC,2021,,
11,Field Peas,LEWOCHKO CDC,2022,1799,50.5
11,Field Peas,LEWOCHKO CDC,2023,1732,47.2
11,Field Peas,LEWOCHKO CDC,2024,2341,41.0
11,Field Peas,LEWOCHKO CDC,2025,4897,45.4
11,Field Peas,LIMERICK CDC,2021,3579,29.4
11,Field Peas,LIMERICK CDC,2022,2103,40.5
11,Field Peas,LIMERICK CDC,2023,2328,36.1
11,Field Peas,LIMERICK CDC,2024,1961,46.1
11,Field Peas,LIMERICK CDC,2025,2856,51.4
11,Field Peas,MEADOW CDC,2021,4478,30.2
11,Field Peas,MEADOW CDC,2022,4475,47.5
11,Field Peas,MEADOW CDC,2023,1998,46.4
11,Field Peas,MEADOW CDC,2024,2060,34.7
11,Field Peas,MEADOW CDC,2025,830,39.1
11,Field Peas,RAEZER CDC,2021,2694,23.8
11,Field Peas,RAEZER CDC,2022,1653,38.9
11,Field Peas,RAEZER CDC,2023,1003,32.9
11,Field Peas,RAEZER CDC,2024,2561,34.1
11,Field Peas,RAEZER CDC,2025,2228,36.7
11,Field Peas,SPECTRUM CDC,2021,4925,21.3
11,Field Peas,SPECTRUM CDC,2022,1950,42.7
11,Field Peas,SPECTRUM CDC,2023,5558,40.9
11,Field Peas,SPECTRUM CDC,2024,1218,34.8
11,Field Peas,SPECTRUM CDC,2025,4401,52.1
11,Field Peas,SPRUCE CDC,2021,608,28.7
11,Field Peas,SPRUCE CDC,2022,,
11,Field Peas,SPRUCE CDC,2023,405,38.1
11,Field Peas,SPRUCE CDC,2024,1015,41.7
11,Field Peas,SPRUCE CDC,2025,1270,52.7
11,Field Peas,TOLLEFSON CDC,2021,,
11,Field Peas,TOLLEFSON CDC,2022,,
11,Field Peas,TOLLEFSON CDC,2023,,
11,Field Peas,TOLLEFSON CDC,2024,1379,41.4
11,Field Peas,TOLLEFSON CDC,2025,2811,44.4
11,Flax,ACC BRIGHT,2021,,
11,Flax,ACC BRIGHT,2022,,
11,Flax,ACC BRIGHT,2023,,
11,Flax,ACC BRIGHT,2024,,
11,Flax,ACC BRIGHT,2025,1503,26.2
11,Flax,BETHUNE CDC,2021,2409,15.2
11,Flax,BETHUNE CDC,2022,2919,27.9
11,Flax,BETHUNE CDC,2023,1904,17.2
11,Flax,BETHUNE CDC,2024,,
11,Flax,BETHUNE CDC,2025,809,24.2
11,Flax,BRAVO AAC,2021,1046,14.3
11,Flax,BRAVO AAC,2022,1573,36.7
11,Flax,BRAVO AAC,2023,1570,31.8
11,Flax,BRAVO AAC,2024,790,23.9
11,Flax,BRAVO AAC,2025,1494,28.2
11,Flax,GLAS CDC,2021,10779,14.8
11,Flax,GLAS CDC,2022,9439,31.4
11,Flax,GLAS CDC,2023,6015,22.2
11,Flax,GLAS CDC,2024,3344,21.5
11,Flax,GLAS CDC,2025,6431,24.3
11,Flax,KERNEN CDC,2021,,
11,Flax,KERNEN CDC,2022,,
11,Flax,KERNEN CDC,2023,,
11,Flax,KERNEN CDC,2024,,
11,Flax,KERNEN CDC,2025,3131,32.8
11,Flax,MARVELOUS AAC,2021,561,12.6
11,Flax,MARVELOUS AAC,2022,637,35.8
11,Flax,MARVELOUS AAC,2023,913,24.1
11,Flax,MARVELOUS AAC,2024,659,30.7
11,Flax,MARVELOUS AAC,2025,1418,34.7
11,Flax,ROWLAND CDC,2021,,
11,Flax,ROWLAND CDC,2022,,
11,Flax,ROWLAND CDC,2023,980,16.0
11,Flax,ROWLAND CDC,2024,975,23.1
11,Flax,ROWLAND CDC,2025,6268,34.2
11,IP Canola/Rapeseed,B3018N,2021,,
11,IP Canola/Rapeseed,B3018N,2022,,
11,IP Canola/Rapeseed,B3018N,2023,,
11,IP Canola/Rapeseed,B3018N,2024,12054,37.5
11,IP Canola/Rapeseed,B3018N,2025,12626,45.8
11,IP Canola/Rapeseed,B3901N,2021,,
11,IP Canola/Rapeseed,B3901N,2022,,
11,IP Canola/Rapeseed,B3901N,2023,,
11,IP Canola/Rapeseed,B3901N,2024,,
11,IP Canola/Rapeseed,B3901N,2025,1049,41.6
11,IP Canola/Rapeseed,L358HPC,2021,,
11,IP Canola/Rapeseed,L358HPC,2022,,
11,IP Canola/Rapeseed,L358HPC,2023,,
11,IP Canola/Rapeseed,L358HPC,2024,21085,39.7
11,IP Canola/Rapeseed,L358HPC,2025,13699,46.3
11,IP Canola/Rapeseed,L359HPC,2021,,
11,IP Canola/Rapeseed,L359HPC,2022,,
11,IP Canola/Rapeseed,L359HPC,2023,9127,43.9
11,IP Canola/Rapeseed,L359HPC,2024,3292,33.4
11,IP Canola/Rapeseed,L359HPC,2025,976,44.8
11,IP Canola/Rapeseed,V25-5T,2021,1404,24.9
11,IP Canola/Rapeseed,V25-5T,2022,5658,36.6
11,IP Canola/Rapeseed,V25-5T,2023,2894,39.9
11,IP Canola/Rapeseed,V25-5T,2024,1952,34.4
11,IP Canola/Rapeseed,V25-5T,2025,698,33.2
11,IP Canola/Rapeseed,V25-6T,2021,,
11,IP Canola/Rapeseed,V25-6T,2022,,
11,IP Canola/Rapeseed,V25-6T,2023,1324,40.4
11,IP Canola/Rapeseed,V25-6T,2024,2141,39.0
11,IP Canola/Rapeseed,V25-6T,2025,2195,41.2
11,IP Canola/Rapeseed,1028 RR,2021,31790,17.8
11,IP Canola/Rapeseed,1028 RR,2022,10847,37.4
11,IP Canola/Rapeseed,1028 RR,2023,7934,35.6
11,IP Canola/Rapeseed,1028 RR,2024,2190,33.6
11,IP Canola/Rapeseed,1028 RR,2025,1090,38.0
11,Mustard - Yellow,ANDANTE,2021,817,8.0
11,Mustard - Yellow,ANDANTE,2022,2732,16.6
11,Mustard - Yellow,ANDANTE,2023,1629,20.7
11,Mustard - Yellow,ANDANTE,2024,1780,13.5
11,Mustard - Yellow,ANDANTE,2025,1341,17.5
11,Oats,ANSON CDC,2021,,
11,Oats,ANSON CDC,2022,,
11,Oats,ANSON CDC,2023,,
11,Oats,ANSON CDC,2024,,
11,Oats,ANSON CDC,2025,12246,111.6
11,Oats,ARBORG CDC,2021,8959,62.0
11,Oats,ARBORG CDC,2022,13480,100.0
11,Oats,ARBORG CDC,2023,6088,75.3
11,Oats,ARBORG CDC,2024,13271,93.6
11,Oats,ARBORG CDC,2025,11817,99.0
11,Oats,CAMDEN CS,2021,12839,54.0
11,Oats,CAMDEN CS,2022,21969,102.5
11,Oats,CAMDEN CS,2023,7822,99.0
11,Oats,CAMDEN CS,2024,6687,99.3
11,Oats,CAMDEN CS,2025,9580,118.3
11,Oats,DANCER CDC,2021,5140,61.3
11,Oats,DANCER CDC,2022,6861,104.5
11,Oats,DANCER CDC,2023,3725,80.3
11,Oats,DANCER CDC,2024,5438,82.7
11,Oats,DANCER CDC,2025,3517,94.8
11,Oats,DERBY,2021,2671,39.7
11,Oats,DERBY,2022,2481,75.3
11,Oats,DERBY,2023,1281,82.0
11,Oats,DERBY,2024,932,68.3
11,Oats,DERBY,2025,863,77.1
11,Oats,DOUGLAS AAC,2021,,
11,Oats,DOUGLAS AAC,2022,,
11,Oats,DOUGLAS AAC,2023,,
11,Oats,DOUGLAS AAC,2024,1202,110.2
11,Oats,DOUGLAS AAC,2025,3425,105.0
11,Oats,ENDURE CDC,2021,405,27.4
11,Oats,ENDURE CDC,2022,627,122.7
11,Oats,ENDURE CDC,2023,2251,88.7
11,Oats,ENDURE CDC,2024,4117,91.7
11,Oats,ENDURE CDC,2025,7353,117.8
11,Oats,HAYMAKER CDC,2021,787,40.4
11,Oats,HAYMAKER CDC,2022,1432,69.4
11,Oats,HAYMAKER CDC,2023,1465,76.4
11,Oats,HAYMAKER CDC,2024,756,79.9
11,Oats,HAYMAKER CDC,2025,1148,69.0
11,Oats,MORGAN AC,2021,2592,57.8
11,Oats,MORGAN AC,2022,6240,101.4
11,Oats,MORGAN AC,2023,3788,96.1
11,Oats,MORGAN AC,2024,4310,87.0
11,Oats,MORGAN AC,2025,6966,88.8
11,Oats,ORE3542M,2021,4357,39.6
11,Oats,ORE3542M,2022,2022,104.8
11,Oats,ORE3542M,2023,1974,86.7
11,Oats,ORE3542M,2024,721,73.1
11,Oats,ORE3542M,2025,475,67.7
11,Oats,RUFFIAN CDC,2021,1670,62.3
11,Oats,RUFFIAN CDC,2022,4414,116.8
11,Oats,RUFFIAN CDC,2023,1780,102.7
11,Oats,RUFFIAN CDC,2024,4128,95.0
11,Oats,RUFFIAN CDC,2025,2174,128.1
11,Oats,SO-1 CDC,2021,769,55.5
11,Oats,SO-1 CDC,2022,1506,79.2
11,Oats,SO-1 CDC,2023,1330,57.4
11,Oats,SO-1 CDC,2024,2171,84.3
11,Oats,SO-1 CDC,2025,1424,95.6
11,Oats,SUMMIT,2021,11590,51.3
11,Oats,SUMMIT,2022,12412,103.7
11,Oats,SUMMIT,2023,6524,90.7
11,Oats,SUMMIT,2024,6863,99.5
11,Oats,SUMMIT,2025,9276,121.1
11,Soybean,S001-D8X,2021,,
11,Soybean,S001-D8X,2022,,
11,Soybean,S001-D8X,2023,485,28.3
11,Soybean,S001-D8X,2024,,
11,Soybean,S001-D8X,2025,782,35.9
11,Wheat,- Canada Prairie PASTEUR,2021,2878,44.6
11,Wheat,- Canada Prairie PASTEUR,2022,2365,69.7
11,Wheat,- Canada Prairie PASTEUR,2023,1642,55.2
11,Wheat,- Canada Prairie PASTEUR,2024,752,64.8
11,Wheat,- Canada Prairie PASTEUR,2025,700,76.0
11,Wheat,SPARROW KWS,2021,598,53.0
11,Wheat,SPARROW KWS,2022,1902,63.4
11,Wheat,SPARROW KWS,2023,1805,68.6
11,Wheat,SPARROW KWS,2024,1522,85.9
11,Wheat,SPARROW KWS,2025,1979,75.1
11,Wheat - Durum,DEFY CDC,2021,,
11,Wheat - Durum,DEFY CDC,2022,,
11,Wheat - Durum,DEFY CDC,2023,2930,52.8
11,Wheat - Durum,DEFY CDC,2024,8518,56.5
11,Wheat - Durum,DEFY CDC,2025,12177,59.2
11,Wheat - Durum,DONLOW AAC,2021,,
11,Wheat - Durum,DONLOW AAC,2022,,
11,Wheat - Durum,DONLOW AAC,2023,,
11,Wheat - Durum,DONLOW AAC,2024,519,57.3
11,Wheat - Durum,DONLOW AAC,2025,847,60.6
11,Wheat - Durum,PRECISION CDC,2021,7860,42.3
11,Wheat - Durum,PRECISION CDC,2022,8393,65.1
11,Wheat - Durum,PRECISION CDC,2023,6417,54.2
11,Wheat - Durum,PRECISION CDC,2024,3959,50.9
11,Wheat - Durum,PRECISION CDC,2025,3418,64.3
11,Wheat - Durum,SCHRADER AAC,2021,,
11,Wheat - Durum,SCHRADER AAC,2022,,
11,Wheat - Durum,SCHRADER AAC,2023,,
11,Wheat - Durum,SCHRADER AAC,2024,,
11,Wheat - Durum,SCHRADER AAC,2025,2876,60.0
11,Wheat - Durum,STRONGFIELD,2021,,
11,Wheat - Durum,STRONGFIELD,2022,,
11,Wheat - Durum,STRONGFIELD,2023,,
11,Wheat - Durum,STRONGFIELD,2024,,
11,Wheat - Durum,STRONGFIELD,2025,698,56.9
11,Wheat - Durum,STRONGHOLD AAC,2021,,
11,Wheat - Durum,STRONGHOLD AAC,2022,425,66.0
11,Wheat - Durum,STRONGHOLD AAC,2023,660,67.0
11,Wheat - Durum,STRONGHOLD AAC,2024,1304,50.6
11,Wheat - Durum,STRONGHOLD AAC,2025,1532,69.7
11,Wheat - Durum,SUCCEED AAC VB,2021,3707,30.0
11,Wheat - Durum,SUCCEED AAC VB,2022,5667,58.8
11,Wheat - Durum,SUCCEED AAC VB,2023,8674,48.9
11,Wheat - Durum,SUCCEED AAC VB,2024,14863,54.2
11,Wheat - Durum,SUCCEED AAC VB,2025,9257,50.3
11,Wheat - Durum,TRANSCEND,2021,8045,26.1
11,Wheat - Durum,TRANSCEND,2022,10440,57.4
11,Wheat - Durum,TRANSCEND,2023,10417,44.7
11,Wheat - Durum,TRANSCEND,2024,5691,48.8
11,Wheat - Durum,TRANSCEND,2025,3848,53.5
11,Wheat - Durum,WEYBURN VB AAC,2021,,
11,Wheat - Durum,WEYBURN VB AAC,2022,,
11,Wheat - Durum,WEYBURN VB AAC,2023,,
11,Wheat - Durum,WEYBURN VB AAC,2024,758,60.8
11,Wheat - Durum,WEYBURN VB AAC,2025,6463,56.8
11,Wheat - Hard Red Spring,ALIDA VB AAC,2021,14538,34.1
11,Wheat - Hard Red Spring,ALIDA VB AAC,2022,17603,50.1
11,Wheat - Hard Red Spring,ALIDA VB AAC,2023,10981,47.2
11,Wheat - Hard Red Spring,ALIDA VB AAC,2024,6018,56.1
11,Wheat - Hard Red Spring,ALIDA VB AAC,2025,3232,57.4
11,Wheat - Hard Red Spring,BOUNTY CDC,2021,,
11,Wheat - Hard Red Spring,BOUNTY CDC,2022,,
