Year,Municipality,Variety,Farms,Acres,Yield_bu_ac,Reported
2021,ROSSBURN,AAC BRANDON (BW 932),20,8742,60.1,TRUE
2021,ROSSBURN,AAC LEROY VB <ALLIANCE>,3,563,52.2,TRUE
2021,ROSSBURN,AAC REDBERRY,12,2392,62.3,TRUE
2021,ROSSBURN,AAC STARBUCK <SECAN>,8,1838,52.9,TRUE
2021,ROSSBURN,AAC WHEATLAND <SECAN>,8,2287,62.4,TRUE
2021,ROSSBURN,BOLLES <SEED DEPOT>,16,3453,54.7,TRUE
2021,ROSSBURN,SY GABBRO <SYNGENTA>,3,1277,49.2,TRUE
2021,ROSSER,AAC BRANDON (BW 932),22,6615,39.8,TRUE
2021,ROSSER,AAC ELIE(BW931),4,712,38.8,TRUE
2021,ROSSER,AAC STARBUCK <SECAN>,19,6540,43,TRUE
2021,ROSSER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,2824,42,TRUE
2021,RUSSELL-BINSCARTH,AAC BRANDON (BW 932),5,3562,61,TRUE
2021,RUSSELL-BINSCARTH,AAC REDBERRY,6,2067,58.6,TRUE
2021,RUSSELL-BINSCARTH,AAC STARBUCK <SECAN>,9,4435,59,TRUE
2021,RUSSELL-BINSCARTH,AAC WHEATLAND <SECAN>,8,2335,66.2,TRUE
2021,RUSSELL-BINSCARTH,CDC LANDMARK,5,1561,61.6,TRUE
2021,SIFTON,AAC BRANDON (BW 932),12,3423,40.9,TRUE
2021,SIFTON,AAC WHEATLAND <SECAN>,3,608,44.7,TRUE
2021,SOURIS-GLENWOOD,AAC BRANDON (BW 932),26,12408,57.6,TRUE
2021,SOURIS-GLENWOOD,AAC STARBUCK <SECAN>,5,680,62.8,TRUE
2021,SOURIS-GLENWOOD,AAC TISDALE (PT250),3,950,56.4,TRUE
2021,SOURIS-GLENWOOD,AAC WHEATLAND <SECAN>,5,1020,73.4,TRUE
2021,SPRINGFIELD,AAC BRANDON (BW 932),34,10065,46.5,TRUE
2021,SPRINGFIELD,AAC STARBUCK <SECAN>,7,2977,44.2,TRUE
2021,SPRINGFIELD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,1021,44.8,TRUE
2021,SPRINGFIELD,BOLLES <SEED DEPOT>,8,1499,49.4,TRUE
2021,SPRINGFIELD,CS DAYBREAK <CANTERRA>,8,1089,47.2,TRUE
2021,ST. ANDREWS,AAC BRANDON (BW 932),21,9784,46.6,TRUE
2021,ST. ANDREWS,AAC ELIE(BW931),9,2805,45,TRUE
2021,ST. ANDREWS,AAC LEROY VB <ALLIANCE>,3,1223,39.3,TRUE
2021,ST. ANDREWS,AAC REDBERRY,3,714,35.7,TRUE
2021,ST. ANDREWS,AAC STARBUCK <SECAN>,12,4953,51.8,TRUE
2021,ST. ANDREWS,BOLLES <SEED DEPOT>,8,1908,36.7,TRUE
2021,ST. ANDREWS,CARDALE (BW429),3,1355,46.4,TRUE
2021,ST. ANDREWS,SY TORACH <SYNGENTA>,4,1009,15.7,TRUE
2021,ST. CLEMENTS,AAC BRANDON (BW 932),21,6822,54.2,TRUE
2021,ST. CLEMENTS,AAC ELIE(BW931),3,1079,65.9,TRUE
2021,ST. CLEMENTS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,9,2400,71.2,TRUE
2021,ST. FRANCIS XAVIER,AAC BRANDON (BW 932),10,6152,49.9,TRUE
2021,ST. FRANCIS XAVIER,AAC STARBUCK <SECAN>,9,2986,57.1,TRUE
2021,STANLEY,AAC BRANDON (BW 932),70,13804,38.3,TRUE
2021,STANLEY,AAC ELIE(BW931),6,1590,29.5,TRUE
2021,STANLEY,AAC STARBUCK <SECAN>,24,4050,37.3,TRUE
2021,STANLEY,CARDALE (BW429),4,590,31.8,TRUE
2021,STANLEY,SY CAST,5,520,38.3,TRUE
2021,STE. ANNE,AAC BRANDON (BW 932),19,3468,62.6,TRUE
2021,STE. ROSE,AAC BRANDON (BW 932),13,7656,49.4,TRUE
2021,STE. ROSE,AAC TISDALE (PT250),4,1101,33.6,TRUE
2021,STE. ROSE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,1656,48.4,TRUE
2021,STE. ROSE,BOLLES <SEED DEPOT>,5,1208,45.4,TRUE
2021,SWAN VALLEY WEST,AAC BRANDON (BW 932),10,3638,56.7,TRUE
2021,SWAN VALLEY WEST,AAC REDBERRY,6,1627,34.3,TRUE
2021,SWAN VALLEY WEST,AAC STARBUCK <SECAN>,3,775,57,TRUE
2021,SWAN VALLEY WEST,AAC TISDALE (PT250),10,2453,49,TRUE
2021,SWAN VALLEY WEST,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,64,40212,57.5,TRUE
2021,SWAN VALLEY WEST,AAC WHEATLAND <SECAN>,24,9296,55.5,TRUE
2021,SWAN VALLEY WEST,BOLLES <SEED DEPOT>,7,1798,46.8,TRUE
2021,SWAN VALLEY WEST,CDC LANDMARK,6,856,48.7,TRUE
2021,SWAN VALLEY WEST,CDC PLENTIFUL (PT580),5,926,32.9,TRUE
2021,SWAN VALLEY WEST,SY GABBRO <SYNGENTA>,11,2505,54.7,TRUE
2021,TACHE,AAC BRANDON (BW 932),42,11448,59.1,TRUE
2021,THOMPSON,AAC BRANDON (BW 932),42,12848,40.6,TRUE
2021,THOMPSON,AAC STARBUCK <SECAN>,13,2488,43.4,TRUE
2021,TWO BORDERS,AAC BRANDON (BW 932),54,39733.5,40,TRUE
2021,TWO BORDERS,AAC ELIE(BW931),41,19200,39.5,TRUE
2021,TWO BORDERS,AAC LEROY VB <ALLIANCE>,3,1763,30.9,TRUE
2021,TWO BORDERS,AAC REDBERRY,8,2582,31.6,TRUE
2021,TWO BORDERS,AAC STARBUCK <SECAN>,13,3415,42.8,TRUE
2021,TWO BORDERS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1156,46.7,TRUE
2021,TWO BORDERS,AAC WHEATLAND <SECAN>,5,970,37.5,TRUE
2021,TWO BORDERS,SY TORACH <SYNGENTA>,6,3397,30.4,TRUE
2021,VICTORIA,AAC BRANDON (BW 932),25,7272,47.1,TRUE
2021,VICTORIA,AAC ELIE(BW931),9,2126,51.2,TRUE
2021,VICTORIA,AAC STARBUCK <SECAN>,11,1810,61.7,TRUE
2021,WALLACE-WOODWORTH,AAC BRANDON (BW 932),96,36886,45,TRUE
2021,WALLACE-WOODWORTH,AAC REDBERRY,16,3354,40.2,TRUE
2021,WALLACE-WOODWORTH,AAC STARBUCK <SECAN>,31,8812,45.2,TRUE
2021,WALLACE-WOODWORTH,AAC TISDALE (PT250),9,2328,34,TRUE
2021,WALLACE-WOODWORTH,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,5,2472,39.1,TRUE
2021,WALLACE-WOODWORTH,AAC WHEATLAND <SECAN>,12,4730,56.1,TRUE
2021,WALLACE-WOODWORTH,BOLLES <SEED DEPOT>,17,3467,37.5,TRUE
2021,WALLACE-WOODWORTH,CDC LANDMARK,3,804,20.8,TRUE
2021,WALLACE-WOODWORTH,SY TORACH <SYNGENTA>,5,1305,35.2,TRUE
2021,WEST INTERLAKE,AAC BRANDON (BW 932),5,668,4.5,TRUE
2021,WEST ST. PAUL,AAC BRANDON (BW 932),4,982,51.4,TRUE
2021,WESTLAKE-GLADSTONE,AAC BRANDON (BW 932),52,34844,29.5,TRUE
2021,WESTLAKE-GLADSTONE,AAC ELIE(BW931),12,5754,30.9,TRUE
2021,WESTLAKE-GLADSTONE,AAC LEROY VB <ALLIANCE>,5,1360,34.6,TRUE
2021,WESTLAKE-GLADSTONE,AAC REDBERRY,5,650,36.4,TRUE
2021,WESTLAKE-GLADSTONE,AAC STARBUCK <SECAN>,27,10135,31.1,TRUE
2021,WESTLAKE-GLADSTONE,BOLLES <SEED DEPOT>,5,1628,21.6,TRUE
2021,WHITEHEAD,AAC BRANDON (BW 932),44,20715,49.4,TRUE
2021,WHITEHEAD,AAC CAMERON VB <CANTERRA>,5,1007,56.3,TRUE
2021,WHITEHEAD,AAC STARBUCK <SECAN>,7,1122,55.2,TRUE
2021,WHITEHEAD,AAC WHEATLAND <SECAN>,7,2526,55.2,TRUE
2021,WHITEMOUTH,AAC BRANDON (BW 932),8,1395,53.8,TRUE
2021,WHITEMOUTH,AAC STARBUCK <SECAN>,3,530,71.4,TRUE
2021,WINNIPEG,AAC BRANDON (BW 932),5,1296,38.5,TRUE
2021,WOODLANDS,AAC BRANDON (BW 932),39,12201,38.4,TRUE
2021,WOODLANDS,AAC STARBUCK <SECAN>,23,8388,34.1,TRUE
2021,YELLOWHEAD,AAC BRANDON (BW 932),21,5825,53.8,TRUE
2021,YELLOWHEAD,AAC ELIE(BW931),3,885,62.6,TRUE
2021,YELLOWHEAD,AAC LEROY VB <ALLIANCE>,6,3184,63.1,TRUE
2021,YELLOWHEAD,AAC REDBERRY,28,9514,50.2,TRUE
2021,YELLOWHEAD,AAC STARBUCK <SECAN>,15,5602,54.2,TRUE
2021,YELLOWHEAD,AAC WHEATLAND <SECAN>,15,8490,60.1,TRUE
2021,YELLOWHEAD,BOLLES <SEED DEPOT>,26,11931,57.1,TRUE
2022,ALEXANDER,AAC BRANDON (BW 932),5,1895,53.4,TRUE
2022,ALEXANDER,AAC ELIE(BW931),3,747,65.9,TRUE
2022,ALEXANDER,AAC STARBUCK <SECAN>,3,640,56.4,TRUE
2022,ALEXANDER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,2261,67.5,TRUE
2022,ALONSA,AAC BRANDON (BW 932),4,1167,49.6,TRUE
2022,ALONSA,AAC STARBUCK <SECAN>,3,1362,54.7,TRUE
2022,ARGYLE,AAC BRANDON (BW 932),59,24191.3,59.3,TRUE
2022,ARGYLE,AAC STARBUCK <SECAN>,20,4409.8,60.6,TRUE
2022,ARGYLE,CARDALE (BW429),3,608,42.9,TRUE
2022,BIFROST-RIVERTON,AAC BRANDON (BW 932),29,7981,40.5,TRUE
2022,BIFROST-RIVERTON,AAC STARBUCK <SECAN>,22,5657,38.4,TRUE
2022,BIFROST-RIVERTON,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,16,6595,37.3,TRUE
2022,BIFROST-RIVERTON,CARBERRY (BW874),3,520,30.9,TRUE
2022,BIFROST-RIVERTON,CS DAYBREAK <CANTERRA>,10,2899,52.7,TRUE
2022,BIFROST-RIVERTON,SY TORACH <SYNGENTA>,7,1344,45.3,TRUE
2022,BOISSEVAIN-MORTON,AAC BRANDON (BW 932),36,19120.5,62.3,TRUE
2022,BOISSEVAIN-MORTON,AAC STARBUCK <SECAN>,17,7379.5,64.3,TRUE
2022,BOISSEVAIN-MORTON,AAC WHEATLAND <SECAN>,19,8197,68.7,TRUE
2022,BRENDA-WASKADA,AAC BRANDON (BW 932),46,35869,59.4,TRUE
2022,BRENDA-WASKADA,AAC ELIE(BW931),13,6230,55.3,TRUE
2022,BRENDA-WASKADA,AAC REDBERRY,4,1507,59.5,TRUE
2022,BRENDA-WASKADA,AAC STARBUCK <SECAN>,4,2352,53.5,TRUE
2022,BROKENHEAD,AAC BRANDON (BW 932),26,6423,62.9,TRUE
2022,BROKENHEAD,AAC ELIE(BW931),4,860,58.7,TRUE
2022,BROKENHEAD,AAC LEROY VB <ALLIANCE>,5,818,58.8,TRUE
2022,BROKENHEAD,AAC STARBUCK <SECAN>,4,1762,65.7,TRUE
2022,BROKENHEAD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,30,10028,63.6,TRUE
2022,BROKENHEAD,BOLLES <SEED DEPOT>,4,637,51.2,TRUE
2022,CARTIER,AAC BRANDON (BW 932),31,15299,63.2,TRUE
2022,CARTIER,AAC STARBUCK <SECAN>,27,12637,70,TRUE
2022,CARTIER,SY GABBRO <SYNGENTA>,3,1524,76.4,TRUE
2022,CARTWRIGHT-ROBLIN,AAC BRANDON (BW 932),24,10562,56.4,TRUE
2022,CARTWRIGHT-ROBLIN,AAC STARBUCK <SECAN>,15,3893,67.2,TRUE
2022,CARTWRIGHT-ROBLIN,AAC WHEATLAND <SECAN>,8,2901,63,TRUE
2022,CLANWILLIAM-ERICKSON,AAC BRANDON (BW 932),5,1626,56.6,TRUE
2022,CLANWILLIAM-ERICKSON,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,1093,51.7,TRUE
2022,CORNWALLIS,AAC BRANDON (BW 932),25,9369,54.2,TRUE
2022,CORNWALLIS,AAC STARBUCK <SECAN>,8,1719,53.8,TRUE
2022,CORNWALLIS,AAC WHEATLAND <SECAN>,5,2187,64.7,TRUE
2022,DAUPHIN,AAC BRANDON (BW 932),57,22122,51.5,TRUE
2022,DAUPHIN,AAC REDBERRY,4,2405,55.1,TRUE
2022,DAUPHIN,AAC STARBUCK <SECAN>,14,4843,61.3,TRUE
2022,DAUPHIN,AAC TISDALE (PT250),3,825,50.7,TRUE
2022,DAUPHIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,10,4008,67,TRUE
2022,DAUPHIN,AAC WHEATLAND <SECAN>,12,3270,59.6,TRUE
2022,DAUPHIN,CARDALE (BW429),4,2031,62,TRUE
2022,DELORAINE-WINCHESTER,AAC BRANDON (BW 932),39,22235,50.4,TRUE
2022,DELORAINE-WINCHESTER,AAC ELIE(BW931),5,3148,62.9,TRUE
2022,DELORAINE-WINCHESTER,AAC STARBUCK <SECAN>,5,1697,49,TRUE
2022,DESALABERRY,AAC BRANDON (BW 932),34,14096,66,TRUE
2022,DESALABERRY,AAC STARBUCK <SECAN>,20,7335,68.9,TRUE
2022,DESALABERRY,AAC TISDALE (PT250),5,659,70.5,TRUE
2022,DUFFERIN,AAC BRANDON (BW 932),41,9932,66.6,TRUE
2022,DUFFERIN,AAC STARBUCK <SECAN>,26,5613,68.5,TRUE
2022,DUFFERIN,BOLLES <SEED DEPOT>,4,510,63.8,TRUE
2022,DUFFERIN,SY GABBRO <SYNGENTA>,5,1093,71.1,TRUE
2022,ELLICE-ARCHIE,AAC BRANDON (BW 932),10,3196,50.4,TRUE
2022,ELLICE-ARCHIE,AAC LEROY VB <ALLIANCE>,8,1846,66.4,TRUE
2022,ELLICE-ARCHIE,AAC REDBERRY,6,1382,55.4,TRUE
2022,ELLICE-ARCHIE,AAC STARBUCK <SECAN>,18,10036,56.1,TRUE
2022,ELLICE-ARCHIE,AAC WHEATLAND <SECAN>,14,6865,47.7,TRUE
2022,ELTON,AAC BRANDON (BW 932),54,27379,60,TRUE
2022,ELTON,AAC STARBUCK <SECAN>,17,6471,63,TRUE
2022,ELTON,AAC WHEATLAND <SECAN>,8,3329.5,69.3,TRUE
2022,EMERSON-FRANKLIN,AAC BRANDON (BW 932),35,18489,56.7,TRUE
2022,EMERSON-FRANKLIN,AAC STARBUCK <SECAN>,16,5783,58.9,TRUE
2022,ETHELBERT,AAC BRANDON (BW 932),9,4688,52.6,TRUE
2022,FISHER,AAC BRANDON (BW 932),17,4212,23.4,TRUE
2022,FISHER,AAC STARBUCK <SECAN>,3,1016,40,TRUE
2022,FISHER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,878,33.3,TRUE
2022,FISHER,SY TORACH <SYNGENTA>,4,855,37,TRUE
2022,GILBERT PLAINS,AAC BRANDON (BW 932),19,7745,55.3,TRUE
2022,GILBERT PLAINS,AAC LEROY VB <ALLIANCE>,3,999,56.2,TRUE
2022,GILBERT PLAINS,AAC REDBERRY,27,17385,54.2,TRUE
2022,GILBERT PLAINS,AAC STARBUCK <SECAN>,6,1256,55.5,TRUE
2022,GILBERT PLAINS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,14,7415,59.7,TRUE
2022,GILBERT PLAINS,AAC WHEATLAND <SECAN>,12,3769,51.5,TRUE
2022,GILBERT PLAINS,AC DOMAIN (BW 148),3,1321,33.8,TRUE
2022,GILBERT PLAINS,CDC STANLEY (BW880),3,2262,50.8,TRUE
2022,GIMLI,AAC BRANDON (BW 932),4,1718,51.1,TRUE
2022,GIMLI,AAC STARBUCK <SECAN>,4,584,34,TRUE
2022,GIMLI,CARDALE (BW429),3,628,35.4,TRUE
2022,GLENBORO-SOUTH CYPRESS,AAC BRANDON (BW 932),18,4706,61.6,TRUE
2022,GLENBORO-SOUTH CYPRESS,AAC STARBUCK <SECAN>,9,2397,54.5,TRUE
2022,GLENBORO-SOUTH CYPRESS,AAC WHEATLAND <SECAN>,3,575,67,TRUE
2022,GLENELLA-LANSDOWNE,AAC BRANDON (BW 932),24,13004,49.1,TRUE
2022,GLENELLA-LANSDOWNE,AAC REDBERRY,4,1143,40,TRUE
2022,GLENELLA-LANSDOWNE,AAC STARBUCK <SECAN>,11,5440,48.2,TRUE
2022,GRANDVIEW,AAC BRANDON (BW 932),35,12788,60.4,TRUE
2022,GRANDVIEW,AAC CAMERON VB <CANTERRA>,3,1039,61.9,TRUE
2022,GRANDVIEW,AAC REDBERRY,15,5431,54.3,TRUE
2022,GRANDVIEW,AAC STARBUCK <SECAN>,10,2610,75.6,TRUE
2022,GRANDVIEW,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,18,7529,51.6,TRUE
2022,GRANDVIEW,AAC WHEATLAND <SECAN>,15,5435,63,TRUE
2022,GRANDVIEW,BOLLES <SEED DEPOT>,12,4433,55.5,TRUE
2022,GRANDVIEW,CARDALE (BW429),3,550,62.1,TRUE
2022,GRANDVIEW,CDC PLENTIFUL (PT580),5,1665,58.8,TRUE
2022,GRASSLAND,AAC BRANDON (BW 932),56,22945.5,53.7,TRUE
2022,GRASSLAND,AAC ELIE(BW931),4,652,48,TRUE
2022,GRASSLAND,AAC LEROY VB <ALLIANCE>,3,1019,56.1,TRUE
2022,GRASSLAND,AAC REDBERRY,3,863,41.3,TRUE
2022,GRASSLAND,AAC STARBUCK <SECAN>,14,8742,52.8,TRUE
2022,GRASSLAND,AAC WHEATLAND <SECAN>,22,8533,60.4,TRUE
2022,GREY,AAC BRANDON (BW 932),42,11915,61.7,TRUE
2022,GREY,AAC STARBUCK <SECAN>,22,10978,66.1,TRUE
2022,GREY,CARDALE (BW429),4,1446,60.6,TRUE
2022,HAMIOTA,AAC BRANDON (BW 932),23,9674,73,TRUE
2022,HAMIOTA,AAC REDBERRY,9,3539,63.3,TRUE
2022,HAMIOTA,AAC STARBUCK <SECAN>,28,9231,70.5,TRUE
2022,HAMIOTA,AAC WHEATLAND <SECAN>,18,7376,57.4,TRUE
2022,HAMIOTA,CDC LANDMARK,4,728,60.2,TRUE
2022,HANOVER,AAC BRANDON (BW 932),39,10610,62.4,TRUE
2022,HANOVER,AAC STARBUCK <SECAN>,9,1057,56.1,TRUE
2022,HARRISON PARK,AAC BRANDON (BW 932),9,3901,50.3,TRUE
2022,HARRISON PARK,AAC LEROY VB <ALLIANCE>,3,1814,48,TRUE
2022,HARRISON PARK,AAC REDBERRY,27,7722,46.9,TRUE
2022,HARRISON PARK,AAC STARBUCK <SECAN>,13,3796,50.8,TRUE
2022,HARRISON PARK,AAC WHEATLAND <SECAN>,8,2351,53,TRUE
2022,HARRISON PARK,BOLLES <SEED DEPOT>,3,802,47.6,TRUE
2022,HEADINGLEY,AAC BRANDON (BW 932),7,4213,64.5,TRUE
2022,HILLSBURG-ROBLIN-SHELL RIVER,AAC BRANDON (BW 932),16,9674,58.4,TRUE
2022,HILLSBURG-ROBLIN-SHELL RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,21,7106,79.8,TRUE
2022,HILLSBURG-ROBLIN-SHELL RIVER,AAC WHEATLAND <SECAN>,16,8037,73.9,TRUE
2022,HILLSBURG-ROBLIN-SHELL RIVER,BOLLES <SEED DEPOT>,5,1962,97.8,TRUE
2022,HILLSBURG-ROBLIN-SHELL RIVER,CDC LANDMARK,5,879,66.3,TRUE
2022,KELSEY,AAC REDBERRY,10,6807,69.1,TRUE
2022,KELSEY,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,4,2322,70.3,TRUE
2022,KELSEY,CDC LANDMARK,4,1857,71,TRUE
2022,KILLARNEY-TURTLE MTN,AAC BRANDON (BW 932),40,22416,62.2,TRUE
2022,KILLARNEY-TURTLE MTN,AAC LEROY VB <ALLIANCE>,4,959,70,TRUE
2022,KILLARNEY-TURTLE MTN,AAC STARBUCK <SECAN>,14,9064,73.2,TRUE
2022,KILLARNEY-TURTLE MTN,AAC WHEATLAND <SECAN>,7,2049,74.8,TRUE
2022,LAC DU BONNET,AAC BRANDON (BW 932),4,1471,69.2,TRUE
2022,LAC DU BONNET,AAC ELIE(BW931),4,1944,79.5,TRUE
2022,LAC DU BONNET,AAC STARBUCK <SECAN>,4,1124,70.4,TRUE
2022,LAC DU BONNET,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,11,3001.5,75.9,TRUE
2022,LAKESHORE,AAC BRANDON (BW 932),24,7260.1,57.1,TRUE
2022,LAKESHORE,AAC STARBUCK <SECAN>,5,2434,54.2,TRUE
2022,LAKESHORE,AAC WHEATLAND <SECAN>,4,619,61.7,TRUE
2022,LORNE,AAC BRANDON (BW 932),96,32254.2,70.3,TRUE
2022,LORNE,AAC LEROY VB <ALLIANCE>,4,996,66.5,TRUE
2022,LORNE,AAC STARBUCK <SECAN>,33,8554,72.3,TRUE
2022,LORNE,AAC WHEATLAND <SECAN>,7,1986,61.5,TRUE
2022,LORNE,CARDALE (BW429),3,638,62,TRUE
2022,LOUISE,AAC BRANDON (BW 932),76,29305,71.4,TRUE
2022,LOUISE,AAC STARBUCK <SECAN>,53,21295.7,73.1,TRUE
2022,LOUISE,AAC WHEATLAND <SECAN>,5,1702,67.4,TRUE
2022,MACDONALD,AAC BRANDON (BW 932),89,40395,62.8,TRUE
2022,MACDONALD,AAC STARBUCK <SECAN>,46,21130,66.1,TRUE
2022,MACDONALD,AAC TISDALE (PT250),3,885,58.1,TRUE
2022,MACDONALD,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,12,2961,78.3,TRUE
2022,MACDONALD,SY GABBRO <SYNGENTA>,5,1131,70.1,TRUE
2022,MCCREARY,AAC BRANDON (BW 932),8,1752,41.1,TRUE
2022,MINITONAS-BOWSMAN,AAC BRANDON (BW 932),6,5587,78.1,TRUE
2022,MINITONAS-BOWSMAN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,74,42055,82.4,TRUE
2022,MINITONAS-BOWSMAN,AAC WHEATLAND <SECAN>,9,2814,83.4,TRUE
2022,MINITONAS-BOWSMAN,CARDALE (BW429),3,1668,74.4,TRUE
2022,MINITONAS-BOWSMAN,SY GABBRO <SYNGENTA>,3,623,65.9,TRUE
2022,MINTO-ODANAH,AAC BRANDON (BW 932),35,11745,56.7,TRUE
2022,MINTO-ODANAH,AAC STARBUCK <SECAN>,20,7375,62.6,TRUE
2022,MINTO-ODANAH,AAC WHEATLAND <SECAN>,6,2513,67.5,TRUE
2022,MINTO-ODANAH,BOLLES <SEED DEPOT>,7,2503,54,TRUE
2022,MONTCALM,AAC BRANDON (BW 932),32,10317,61.6,TRUE
2022,MONTCALM,AAC STARBUCK <SECAN>,16,2914,62.5,TRUE
2022,MONTCALM,SHELLY,3,657,62.6,TRUE
2022,MORRIS,AAC BRANDON (BW 932),65,22191,61.6,TRUE
2022,MORRIS,AAC STARBUCK <SECAN>,37,11708,66.9,TRUE
2022,MORRIS,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,21,9195,64.2,TRUE
2022,MORRIS,CARDALE (BW429),6,1084.1,65.1,TRUE
2022,MORRIS,SY GABBRO <SYNGENTA>,4,1952,72.9,TRUE
2022,MOSSEY RIVER,AAC BRANDON (BW 932),8,2067,51.4,TRUE
2022,MOSSEY RIVER,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,862,52.2,TRUE
2022,MOSSEY RIVER,CARDALE (BW429),4,1170,63,TRUE
2022,MOUNTAIN,AAC BRANDON (BW 932),4,2343,48.8,TRUE
2022,MOUNTAIN,AAC REDBERRY,4,1072,36.9,TRUE
2022,MOUNTAIN,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,27,14496,72.5,TRUE
2022,MOUNTAIN,AAC WHEATLAND <SECAN>,7,2119,65.8,TRUE
2022,MOUNTAIN,CARDALE (BW429),3,1432,63.6,TRUE
2022,NORFOLK-TREHERNE,AAC BRANDON (BW 932),33,14477,66.6,TRUE
2022,NORFOLK-TREHERNE,AAC LEROY VB <ALLIANCE>,4,696,67.4,TRUE
2022,NORFOLK-TREHERNE,AAC STARBUCK <SECAN>,11,2757,68,TRUE
2022,NORFOLK-TREHERNE,AAC WHEATLAND <SECAN>,8,3151,74,TRUE
2022,NORTH CYPRESS-LANGFORD,AAC BRANDON (BW 932),69,41662,58,TRUE
2022,NORTH CYPRESS-LANGFORD,AAC ELIE(BW931),3,1724,68.8,TRUE
2022,NORTH CYPRESS-LANGFORD,AAC REDBERRY,3,814,64.9,TRUE
2022,NORTH CYPRESS-LANGFORD,AAC STARBUCK <SECAN>,22,9753,62.3,TRUE
2022,NORTH NORFOLK,AAC BRANDON (BW 932),38,10122,42.5,TRUE
2022,NORTH NORFOLK,AAC ELIE(BW931),3,580,39.3,TRUE
2022,NORTH NORFOLK,AAC STARBUCK <SECAN>,13,4743,52.9,TRUE
2022,NORTH NORFOLK,BOLLES <SEED DEPOT>,8,4985,61,TRUE
2022,NORTH NORFOLK,CARDALE (BW429),7,1572,55.2,TRUE
2022,OAKLAND-WAWANESA,AAC BRANDON (BW 932),26,11815,59.5,TRUE
2022,OAKLAND-WAWANESA,AAC STARBUCK <SECAN>,14,4044,53.1,TRUE
2022,OAKLAND-WAWANESA,AAC WHEATLAND <SECAN>,12,3277,60.7,TRUE
2022,OAKVIEW,AAC BRANDON (BW 932),31,10491.8,54.4,TRUE
2022,OAKVIEW,AAC REDBERRY,13,4885,53.8,TRUE
2022,OAKVIEW,AAC STARBUCK <SECAN>,50,17417.3,62.9,TRUE
2022,OAKVIEW,AAC WHEATLAND <SECAN>,28,9323,57.9,TRUE
2022,OAKVIEW,BOLLES <SEED DEPOT>,9,2305,59.9,TRUE
2022,PEMBINA,AAC BRANDON (BW 932),82,30426,69,TRUE
2022,PEMBINA,AAC STARBUCK <SECAN>,40,10677,68.9,TRUE
2022,PEMBINA,AAC WHEATLAND <SECAN>,5,1180,51.4,TRUE
2022,PEMBINA,SY CAST,6,1037,66.6,TRUE
2022,PEMBINA,SY TORACH <SYNGENTA>,4,960,68.2,TRUE
2022,PINEY,AAC BRANDON (BW 932),8,1991,50.1,TRUE
2022,PIPESTONE,AAC BRANDON (BW 932),48,22129,49.4,TRUE
2022,PIPESTONE,AAC ELIE(BW931),5,4325,54.2,TRUE
2022,PIPESTONE,AAC REDBERRY,5,1936,42.6,TRUE
2022,PIPESTONE,AAC STARBUCK <SECAN>,19,9440,52.8,TRUE
2022,PIPESTONE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,7,1374,42.4,TRUE
2022,PIPESTONE,AAC WHEATLAND <SECAN>,10,5764,56.5,TRUE
2022,PIPESTONE,CDC HUGHES <CPSC> |PT588|,3,698,52.2,TRUE
2022,PORTAGE LA PRAIRIE,AAC BRANDON (BW 932),86,51489,63.1,TRUE
2022,PORTAGE LA PRAIRIE,AAC STARBUCK <SECAN>,48,21024,66.5,TRUE
2022,PORTAGE LA PRAIRIE,AAC VIEWFIELD <FP GENETICS>|BW965| EXP,3,640,51.7,TRUE
2022,PORTAGE LA PRAIRIE,BOLLES <SEED DEPOT>,4,2481,50.5,TRUE
2022,PORTAGE LA PRAIRIE,CARDALE (BW429),6,1187,36,TRUE
2022,PRAIRIE LAKES,AAC BRANDON (BW 932),63,28424.5,55.9,TRUE
2022,PRAIRIE LAKES,AAC STARBUCK <SECAN>,22,9805.5,59.1,TRUE
2022,PRAIRIE LAKES,AAC WHEATLAND <SECAN>,15,2726,61.9,TRUE
