Year,RM,Crop,Yield,Unit
2011,253,Canola,32.5,bu/ac
2012,253,Canola,25.3,bu/ac
2013,253,Canola,37.1,bu/ac
2014,253,Canola,26.47,bu/ac
2015,253,Canola,35.81,bu/ac
2016,253,Canola,35.6,bu/ac
2017,253,Canola,32.93,bu/ac
2018,253,Canola,32.9,bu/ac
2019,253,Canola,42.5,bu/ac
2020,253,Canola,33,bu/ac
2021,253,Canola,14,bu/ac
2022,253,Canola,23.4,bu/ac
2023,253,Canola,17.8,bu/ac
2024,253,Canola,30.6,bu/ac
2025,253,Canola,34.1,bu/ac
1990,254,Canola,22.5,bu/ac
1991,254,Canola,27.5,bu/ac
1992,254,Canola,23.4,bu/ac
1993,254,Canola,31.9,bu/ac
1994,254,Canola,27.3,bu/ac
1995,254,Canola,21.6,bu/ac
1996,254,Canola,19.4,bu/ac
1997,254,Canola,18.6,bu/ac
1998,254,Canola,17.9,bu/ac
1999,254,Canola,24.8,bu/ac
2000,254,Canola,27,bu/ac
2001,254,Canola,16.2,bu/ac
2002,254,Canola,6,bu/ac
2003,254,Canola,13.9,bu/ac
2004,254,Canola,27.3,bu/ac
2005,254,Canola,26.9,bu/ac
2006,254,Canola,22,bu/ac
2007,254,Canola,18.9,bu/ac
2008,254,Canola,25.4,bu/ac
2009,254,Canola,32.5,bu/ac
2010,254,Canola,28.6,bu/ac
2011,254,Canola,31.2,bu/ac
2012,254,Canola,23.1,bu/ac
2013,254,Canola,35.5,bu/ac
2014,254,Canola,31.21,bu/ac
2015,254,Canola,36.89,bu/ac
2016,254,Canola,39.8,bu/ac
2017,254,Canola,33.56,bu/ac
2018,254,Canola,33.6,bu/ac
2019,254,Canola,40.7,bu/ac
2020,254,Canola,32.1,bu/ac
2021,254,Canola,14.2,bu/ac
2022,254,Canola,20.8,bu/ac
2023,254,Canola,14.9,bu/ac
2024,254,Canola,29.2,bu/ac
2025,254,Canola,37.3,bu/ac
1990,255,Canola,23,bu/ac
1991,255,Canola,25.7,bu/ac
1992,255,Canola,30,bu/ac
1993,255,Canola,24.3,bu/ac
1994,255,Canola,28.3,bu/ac
1995,255,Canola,25.4,bu/ac
1996,255,Canola,28.8,bu/ac
1997,255,Canola,18.8,bu/ac
1998,255,Canola,22,bu/ac
1999,255,Canola,24.4,bu/ac
2000,255,Canola,24.1,bu/ac
2001,255,Canola,13.9,bu/ac
2002,255,Canola,11.7,bu/ac
2003,255,Canola,12.2,bu/ac
2004,255,Canola,32.3,bu/ac
2005,255,Canola,37.2,bu/ac
2006,255,Canola,34.9,bu/ac
2007,255,Canola,18.7,bu/ac
2008,255,Canola,37.7,bu/ac
2009,255,Canola,34,bu/ac
2010,255,Canola,32.5,bu/ac
2011,255,Canola,38.4,bu/ac
2012,255,Canola,26.1,bu/ac
2013,255,Canola,39.9,bu/ac
2014,255,Canola,37.88,bu/ac
2015,255,Canola,40.13,bu/ac
2016,255,Canola,44.3,bu/ac
2017,255,Canola,29.07,bu/ac
2018,255,Canola,32.5,bu/ac
2019,255,Canola,47.8,bu/ac
2020,255,Canola,40.1,bu/ac
2021,255,Canola,22,bu/ac
2022,255,Canola,23,bu/ac
2023,255,Canola,19.7,bu/ac
2024,255,Canola,32.5,bu/ac
2025,255,Canola,51.1,bu/ac
1990,256,Canola,22.6,bu/ac
1991,256,Canola,25,bu/ac
1992,256,Canola,23.5,bu/ac
1993,256,Canola,23.4,bu/ac
1994,256,Canola,23.9,bu/ac
1995,256,Canola,21.5,bu/ac
1996,256,Canola,23.3,bu/ac
1997,256,Canola,17.5,bu/ac
1998,256,Canola,23,bu/ac
1999,256,Canola,30.6,bu/ac
2000,256,Canola,23.8,bu/ac
2001,256,Canola,10.6,bu/ac
2002,256,Canola,12,bu/ac
2003,256,Canola,6.3,bu/ac
2004,256,Canola,17.6,bu/ac
2005,256,Canola,23.6,bu/ac
2006,256,Canola,21,bu/ac
2007,256,Canola,15.7,bu/ac
2008,256,Canola,16.6,bu/ac
2009,256,Canola,18.7,bu/ac
2010,256,Canola,25.9,bu/ac
2011,256,Canola,27.9,bu/ac
2012,256,Canola,20.9,bu/ac
2013,256,Canola,31.2,bu/ac
2014,256,Canola,28.26,bu/ac
2015,256,Canola,31.67,bu/ac
2016,256,Canola,39.2,bu/ac
2017,256,Canola,26.99,bu/ac
2018,256,Canola,31,bu/ac
2019,256,Canola,41.1,bu/ac
2020,256,Canola,35.1,bu/ac
2021,256,Canola,11.3,bu/ac
2022,256,Canola,13,bu/ac
2023,256,Canola,11.5,bu/ac
2024,256,Canola,25,bu/ac
2025,256,Canola,45.2,bu/ac
1994,257,Canola,21,bu/ac
1995,257,Canola,24.4,bu/ac
1996,257,Canola,26.6,bu/ac
1997,257,Canola,19.5,bu/ac
1998,257,Canola,17.5,bu/ac
1999,257,Canola,24.4,bu/ac
2000,257,Canola,26,bu/ac
2001,257,Canola,6.8,bu/ac
2003,257,Canola,10.5,bu/ac
2004,257,Canola,19.7,bu/ac
2005,257,Canola,30.7,bu/ac
2006,257,Canola,27,bu/ac
2007,257,Canola,24.1,bu/ac
2008,257,Canola,25,bu/ac
2009,257,Canola,37.1,bu/ac
2010,257,Canola,38,bu/ac
2011,257,Canola,38.4,bu/ac
2012,257,Canola,23.7,bu/ac
2013,257,Canola,44.6,bu/ac
2014,257,Canola,42.28,bu/ac
2015,257,Canola,37.83,bu/ac
2016,257,Canola,47.8,bu/ac
2017,257,Canola,36.53,bu/ac
2018,257,Canola,36.5,bu/ac
2019,257,Canola,35.5,bu/ac
2020,257,Canola,31.7,bu/ac
2021,257,Canola,6.8,bu/ac
2022,257,Canola,10.7,bu/ac
2023,257,Canola,13.2,bu/ac
2024,257,Canola,31.6,bu/ac
2025,257,Canola,56.7,bu/ac
1994,259,Canola,20,bu/ac
1995,259,Canola,18.2,bu/ac
1996,259,Canola,19,bu/ac
1997,259,Canola,18.4,bu/ac
1998,259,Canola,23.3,bu/ac
1999,259,Canola,30.7,bu/ac
2000,259,Canola,26.3,bu/ac
2001,259,Canola,10.1,bu/ac
2003,259,Canola,16.2,bu/ac
2004,259,Canola,27.6,bu/ac
2005,259,Canola,38.8,bu/ac
2006,259,Canola,25,bu/ac
2007,259,Canola,27.4,bu/ac
2008,259,Canola,28.8,bu/ac
2009,259,Canola,29.3,bu/ac
2010,259,Canola,42.3,bu/ac
2011,259,Canola,43,bu/ac
2012,259,Canola,27,bu/ac
2013,259,Canola,43.9,bu/ac
2014,259,Canola,41.7,bu/ac
2015,259,Canola,37.12,bu/ac
2016,259,Canola,44.1,bu/ac
2017,259,Canola,33.9,bu/ac
2018,259,Canola,33.9,bu/ac
2019,259,Canola,34.7,bu/ac
2020,259,Canola,38.5,bu/ac
2021,259,Canola,15.3,bu/ac
2022,259,Canola,15.7,bu/ac
2023,259,Canola,17,bu/ac
2024,259,Canola,32.3,bu/ac
2025,259,Canola,56,bu/ac
1994,260,Canola,21.5,bu/ac
1995,260,Canola,20.4,bu/ac
1996,260,Canola,14.2,bu/ac
1997,260,Canola,15.6,bu/ac
1998,260,Canola,24,bu/ac
1999,260,Canola,29.3,bu/ac
2000,260,Canola,27.7,bu/ac
2004,260,Canola,14.6,bu/ac
2005,260,Canola,36.2,bu/ac
2006,260,Canola,25.3,bu/ac
2007,260,Canola,22.7,bu/ac
2010,260,Canola,39.1,bu/ac
2011,260,Canola,41.5,bu/ac
2012,260,Canola,25.6,bu/ac
2013,260,Canola,42.2,bu/ac
2014,260,Canola,45.38,bu/ac
2015,260,Canola,32.16,bu/ac
2016,260,Canola,44.1,bu/ac
2017,260,Canola,28.27,bu/ac
2018,260,Canola,32.1,bu/ac
2019,260,Canola,18.8,bu/ac
2020,260,Canola,34.5,bu/ac
2021,260,Canola,14.2,bu/ac
2022,260,Canola,19.7,bu/ac
2023,260,Canola,17.9,bu/ac
2024,260,Canola,32.5,bu/ac
2025,260,Canola,54.5,bu/ac
1993,261,Canola,29,bu/ac
1994,261,Canola,21.8,bu/ac
1995,261,Canola,20.5,bu/ac
1996,261,Canola,15.5,bu/ac
1997,261,Canola,12.4,bu/ac
1998,261,Canola,26.9,bu/ac
1999,261,Canola,44.1,bu/ac
2003,261,Canola,18.3,bu/ac
2005,261,Canola,32.9,bu/ac
2006,261,Canola,25.2,bu/ac
2007,261,Canola,20.1,bu/ac
2009,261,Canola,39.3,bu/ac
2010,261,Canola,41.3,bu/ac
2011,261,Canola,37.6,bu/ac
2012,261,Canola,26.5,bu/ac
2013,261,Canola,36.7,bu/ac
2014,261,Canola,35.28,bu/ac
2015,261,Canola,29.14,bu/ac
2016,261,Canola,47.7,bu/ac
2017,261,Canola,30.78,bu/ac
2018,261,Canola,36.2,bu/ac
2019,261,Canola,22.7,bu/ac
2020,261,Canola,38.8,bu/ac
2021,261,Canola,16.4,bu/ac
2022,261,Canola,18.9,bu/ac
2023,261,Canola,18.5,bu/ac
2024,261,Canola,21.8,bu/ac
2025,261,Canola,41.7,bu/ac
1990,271,Canola,26.5,bu/ac
1991,271,Canola,22.7,bu/ac
1992,271,Canola,17,bu/ac
1993,271,Canola,20.3,bu/ac
1994,271,Canola,18.6,bu/ac
1995,271,Canola,17.9,bu/ac
1996,271,Canola,29.3,bu/ac
1997,271,Canola,24.7,bu/ac
1998,271,Canola,25.4,bu/ac
1999,271,Canola,29.5,bu/ac
2000,271,Canola,28.6,bu/ac
2001,271,Canola,26.4,bu/ac
2002,271,Canola,23.8,bu/ac
2003,271,Canola,33.3,bu/ac
2004,271,Canola,18.3,bu/ac
2005,271,Canola,34.7,bu/ac
2006,271,Canola,33,bu/ac
2007,271,Canola,24.6,bu/ac
2008,271,Canola,35,bu/ac
2009,271,Canola,34.7,bu/ac
2010,271,Canola,32.6,bu/ac
2011,271,Canola,39.2,bu/ac
2012,271,Canola,23.3,bu/ac
2013,271,Canola,45.8,bu/ac
2014,271,Canola,38.46,bu/ac
2015,271,Canola,41.62,bu/ac
2016,271,Canola,52.5,bu/ac
2017,271,Canola,51.46,bu/ac
2018,271,Canola,54.9,bu/ac
2019,271,Canola,56.3,bu/ac
2020,271,Canola,49.1,bu/ac
2021,271,Canola,39.4,bu/ac
2022,271,Canola,54.8,bu/ac
2023,271,Canola,48.2,bu/ac
2024,271,Canola,41.9,bu/ac
2025,271,Canola,45.5,bu/ac
1990,273,Canola,24.1,bu/ac
1991,273,Canola,22.3,bu/ac
1992,273,Canola,14.4,bu/ac
1993,273,Canola,20.6,bu/ac
1994,273,Canola,16.8,bu/ac
1995,273,Canola,13.7,bu/ac
1996,273,Canola,25.2,bu/ac
1997,273,Canola,23,bu/ac
1998,273,Canola,24.9,bu/ac
1999,273,Canola,29.5,bu/ac
2000,273,Canola,26.9,bu/ac
2001,273,Canola,24.8,bu/ac
2002,273,Canola,23.3,bu/ac
2003,273,Canola,27,bu/ac
2004,273,Canola,22.7,bu/ac
2005,273,Canola,32.4,bu/ac
2006,273,Canola,32.5,bu/ac
2007,273,Canola,23.5,bu/ac
2008,273,Canola,34.6,bu/ac
2009,273,Canola,37.1,bu/ac
2010,273,Canola,27.3,bu/ac
2011,273,Canola,35.8,bu/ac
2012,273,Canola,20.8,bu/ac
2013,273,Canola,38.4,bu/ac
2014,273,Canola,31.72,bu/ac
2015,273,Canola,40.12,bu/ac
2016,273,Canola,43.3,bu/ac
2017,273,Canola,44.52,bu/ac
2018,273,Canola,48.3,bu/ac
2019,273,Canola,52.8,bu/ac
2020,273,Canola,41.7,bu/ac
2021,273,Canola,32.6,bu/ac
2022,273,Canola,53,bu/ac
2023,273,Canola,47.9,bu/ac
2024,273,Canola,38.1,bu/ac
2025,273,Canola,50,bu/ac
1990,274,Canola,23.6,bu/ac
1991,274,Canola,20.3,bu/ac
1992,274,Canola,27.7,bu/ac
1993,274,Canola,22.9,bu/ac
1994,274,Canola,17,bu/ac
1995,274,Canola,12.6,bu/ac
1996,274,Canola,26.9,bu/ac
1997,274,Canola,24.6,bu/ac
1998,274,Canola,25.3,bu/ac
1999,274,Canola,33,bu/ac
2000,274,Canola,34.7,bu/ac
2001,274,Canola,26.4,bu/ac
2002,274,Canola,27.4,bu/ac
2003,274,Canola,21.2,bu/ac
2004,274,Canola,17.8,bu/ac
2005,274,Canola,35.5,bu/ac
2006,274,Canola,27.3,bu/ac
2008,274,Canola,30.8,bu/ac
2009,274,Canola,36.4,bu/ac
2010,274,Canola,20.1,bu/ac
2011,274,Canola,32.1,bu/ac
2012,274,Canola,19.9,bu/ac
2013,274,Canola,41,bu/ac
2014,274,Canola,29.52,bu/ac
2015,274,Canola,40.98,bu/ac
2016,274,Canola,44.6,bu/ac
2017,274,Canola,46.36,bu/ac
2018,274,Canola,46.4,bu/ac
2019,274,Canola,50.6,bu/ac
2020,274,Canola,45.4,bu/ac
2021,274,Canola,33.9,bu/ac
2022,274,Canola,50.7,bu/ac
2023,274,Canola,51.5,bu/ac
2024,274,Canola,38,bu/ac
2025,274,Canola,51.1,bu/ac
1990,275,Canola,23.8,bu/ac
1991,275,Canola,22,bu/ac
1992,275,Canola,26.4,bu/ac
1993,275,Canola,21.3,bu/ac
1994,275,Canola,17.2,bu/ac
1995,275,Canola,16.4,bu/ac
1996,275,Canola,24.3,bu/ac
1997,275,Canola,21.9,bu/ac
1998,275,Canola,24,bu/ac
1999,275,Canola,29.7,bu/ac
2000,275,Canola,27.9,bu/ac
2001,275,Canola,21.4,bu/ac
2002,275,Canola,27,bu/ac
2003,275,Canola,21.9,bu/ac
2004,275,Canola,23.3,bu/ac
2005,275,Canola,30.7,bu/ac
2007,275,Canola,20.4,bu/ac
2008,275,Canola,30.7,bu/ac
2009,275,Canola,35.5,bu/ac
2010,275,Canola,24.1,bu/ac
2011,275,Canola,32.8,bu/ac
2012,275,Canola,17.1,bu/ac
2013,275,Canola,36.7,bu/ac
2014,275,Canola,23.96,bu/ac
2015,275,Canola,40.16,bu/ac
2016,275,Canola,35.7,bu/ac
2017,275,Canola,41.08,bu/ac
2018,275,Canola,41.1,bu/ac
2019,275,Canola,44.7,bu/ac
2020,275,Canola,42.2,bu/ac
2021,275,Canola,29.6,bu/ac
2022,275,Canola,45.9,bu/ac
2023,275,Canola,42.2,bu/ac
2024,275,Canola,38.4,bu/ac
2025,275,Canola,49,bu/ac
1990,276,Canola,19.5,bu/ac
1991,276,Canola,17.2,bu/ac
1992,276,Canola,20.7,bu/ac
1993,276,Canola,20.3,bu/ac
1994,276,Canola,18.1,bu/ac
1995,276,Canola,15.7,bu/ac
1996,276,Canola,21.3,bu/ac
1997,276,Canola,22.5,bu/ac
1998,276,Canola,25.5,bu/ac
1999,276,Canola,24.5,bu/ac
2000,276,Canola,25.8,bu/ac
2001,276,Canola,14.6,bu/ac
2002,276,Canola,21.3,bu/ac
2003,276,Canola,19.1,bu/ac
2004,276,Canola,20,bu/ac
2005,276,Canola,22.9,bu/ac
2006,276,Canola,22.6,bu/ac
2007,276,Canola,18.3,bu/ac
2008,276,Canola,26.4,bu/ac
2009,276,Canola,30.4,bu/ac
2010,276,Canola,18.1,bu/ac
2011,276,Canola,26.6,bu/ac
2012,276,Canola,21.1,bu/ac
2013,276,Canola,35.9,bu/ac
2014,276,Canola,26,bu/ac
2015,276,Canola,30.3,bu/ac
2016,276,Canola,35.9,bu/ac
2017,276,Canola,37.27,bu/ac
2018,276,Canola,38.2,bu/ac
2019,276,Canola,44.3,bu/ac
2020,276,Canola,41.4,bu/ac
2021,276,Canola,30.4,bu/ac
2022,276,Canola,50.2,bu/ac
2023,276,Canola,48.6,bu/ac
2024,276,Canola,40.3,bu/ac
2025,276,Canola,54.6,bu/ac
1990,277,Canola,24.3,bu/ac
1991,277,Canola,17.1,bu/ac
1992,277,Canola,16.5,bu/ac
1993,277,Canola,18.5,bu/ac
1994,277,Canola,20.4,bu/ac
1995,277,Canola,12.8,bu/ac
1996,277,Canola,27.2,bu/ac
1997,277,Canola,20.2,bu/ac
1998,277,Canola,25,bu/ac
1999,277,Canola,26.9,bu/ac
2000,277,Canola,28.4,bu/ac
2001,277,Canola,20.4,bu/ac
2002,277,Canola,18,bu/ac
2003,277,Canola,17.7,bu/ac
2004,277,Canola,19.9,bu/ac
2005,277,Canola,27.7,bu/ac
2006,277,Canola,21.3,bu/ac
2007,277,Canola,18.1,bu/ac
2008,277,Canola,28.8,bu/ac
2009,277,Canola,30.6,bu/ac
2010,277,Canola,17.1,bu/ac
2011,277,Canola,28,bu/ac
2012,277,Canola,18.4,bu/ac
2013,277,Canola,33.9,bu/ac
2014,277,Canola,27.73,bu/ac
2015,277,Canola,31.71,bu/ac
2016,277,Canola,36.4,bu/ac
2017,277,Canola,37.34,bu/ac
2018,277,Canola,33.1,bu/ac
2019,277,Canola,41.3,bu/ac
2020,277,Canola,35.5,bu/ac
2021,277,Canola,21.5,bu/ac
2022,277,Canola,41.6,bu/ac
2023,277,Canola,38.7,bu/ac
2024,277,Canola,41.7,bu/ac
2025,277,Canola,34.7,bu/ac
1990,278,Canola,19.8,bu/ac
1991,278,Canola,22.1,bu/ac
1992,278,Canola,25.9,bu/ac
1993,278,Canola,16,bu/ac
1994,278,Canola,18.9,bu/ac
1995,278,Canola,19.4,bu/ac
1996,278,Canola,24.3,bu/ac
1997,278,Canola,15.4,bu/ac
1998,278,Canola,21.3,bu/ac
1999,278,Canola,24.6,bu/ac
2000,278,Canola,25.8,bu/ac
2001,278,Canola,21.8,bu/ac
2002,278,Canola,19.8,bu/ac
2003,278,Canola,15.5,bu/ac
2004,278,Canola,14.9,bu/ac
2005,278,Canola,32.5,bu/ac
2006,278,Canola,17.5,bu/ac
2007,278,Canola,28.4,bu/ac
2008,278,Canola,30.9,bu/ac
1990,279,Canola,18.6,bu/ac
1991,279,Canola,23.1,bu/ac
1992,279,Canola,25,bu/ac
1993,279,Canola,24.4,bu/ac
1994,279,Canola,23.3,bu/ac
1995,279,Canola,19.4,bu/ac
1996,279,Canola,24.6,bu/ac
1997,279,Canola,21.6,bu/ac
1998,279,Canola,25.6,bu/ac
1999,279,Canola,28.6,bu/ac
2000,279,Canola,26.7,bu/ac
2001,279,Canola,16.9,bu/ac
2002,279,Canola,18.1,bu/ac
2003,279,Canola,21.4,bu/ac
2004,279,Canola,26.2,bu/ac
2005,279,Canola,32.7,bu/ac
2006,279,Canola,27.3,bu/ac
2007,279,Canola,25.9,bu/ac
2008,279,Canola,28.9,bu/ac
2009,279,Canola,35,bu/ac
2010,279,Canola,30.8,bu/ac
2011,279,Canola,30.1,bu/ac
2012,279,Canola,30,bu/ac
2013,279,Canola,41.3,bu/ac
2024,279,Canola,39.2,bu/ac
2025,279,Canola,48.7,bu/ac
1990,280,Canola,12.3,bu/ac
1991,280,Canola,13.2,bu/ac
1992,280,Canola,28,bu/ac
1993,280,Canola,26.3,bu/ac
1994,280,Canola,24.4,bu/ac
1995,280,Canola,20.5,bu/ac
1996,280,Canola,20.8,bu/ac
1997,280,Canola,19.4,bu/ac
1998,280,Canola,25.5,bu/ac
1999,280,Canola,26.4,bu/ac
2000,280,Canola,25.3,bu/ac
2001,280,Canola,21.3,bu/ac
2002,280,Canola,25,bu/ac
2003,280,Canola,28,bu/ac
2004,280,Canola,24.6,bu/ac
2005,280,Canola,40.7,bu/ac
2006,280,Canola,31.5,bu/ac
2007,280,Canola,26.8,bu/ac
2008,280,Canola,32.2,bu/ac
2009,280,Canola,40.9,bu/ac
2010,280,Canola,29.3,bu/ac
2011,280,Canola,34.8,bu/ac
2012,280,Canola,28.3,bu/ac
2013,280,Canola,39.8,bu/ac
2014,280,Canola,26.77,bu/ac
2015,280,Canola,37.95,bu/ac
2016,280,Canola,42.7,bu/ac
2017,280,Canola,35.2,bu/ac
2018,280,Canola,39.1,bu/ac
2019,280,Canola,42.1,bu/ac
2020,280,Canola,37.3,bu/ac
2021,280,Canola,17.6,bu/ac
2022,280,Canola,40.8,bu/ac
2023,280,Canola,42.8,bu/ac
2024,280,Canola,39,bu/ac
2025,280,Canola,43.7,bu/ac
1990,281,Canola,12,bu/ac
1991,281,Canola,16.6,bu/ac
1992,281,Canola,29.4,bu/ac
1993,281,Canola,27.7,bu/ac
1994,281,Canola,24.8,bu/ac
1995,281,Canola,18.1,bu/ac
1996,281,Canola,22.6,bu/ac
1997,281,Canola,18.9,bu/ac
1998,281,Canola,24.5,bu/ac
1999,281,Canola,24.2,bu/ac
2000,281,Canola,25.4,bu/ac
2001,281,Canola,15.5,bu/ac
2002,281,Canola,22,bu/ac
2003,281,Canola,23.8,bu/ac
2004,281,Canola,20.5,bu/ac
2005,281,Canola,32,bu/ac
2006,281,Canola,25.4,bu/ac
2007,281,Canola,21.6,bu/ac
2008,281,Canola,33.5,bu/ac
2009,281,Canola,35.5,bu/ac
2010,281,Canola,27.8,bu/ac
2011,281,Canola,32.3,bu/ac
2012,281,Canola,26.2,bu/ac
2013,281,Canola,39,bu/ac
2014,281,Canola,19.14,bu/ac
2015,281,Canola,35.76,bu/ac
2016,281,Canola,37.1,bu/ac
2017,281,Canola,38.54,bu/ac
2018,281,Canola,43.3,bu/ac
2019,281,Canola,44.9,bu/ac
2020,281,Canola,34.5,bu/ac
2021,281,Canola,17.3,bu/ac
2022,281,Canola,37.4,bu/ac
2023,281,Canola,34.4,bu/ac
2024,281,Canola,41.6,bu/ac
2025,281,Canola,40.8,bu/ac
1990,282,Canola,20,bu/ac
1991,282,Canola,11.1,bu/ac
1992,282,Canola,20,bu/ac
1993,282,Canola,28,bu/ac
1994,282,Canola,21,bu/ac
1995,282,Canola,18.4,bu/ac
1996,282,Canola,24.5,bu/ac
1997,282,Canola,17,bu/ac
1998,282,Canola,19.1,bu/ac
1999,282,Canola,21.4,bu/ac
2000,282,Canola,23.4,bu/ac
2001,282,Canola,12.9,bu/ac
2002,282,Canola,11.1,bu/ac
2003,282,Canola,14.6,bu/ac
2004,282,Canola,20.8,bu/ac
2005,282,Canola,25.6,bu/ac
2006,282,Canola,26.5,bu/ac
2007,282,Canola,17.9,bu/ac
2008,282,Canola,24.7,bu/ac
2009,282,Canola,30.6,bu/ac
2010,282,Canola,24.6,bu/ac
2011,282,Canola,28.5,bu/ac
2012,282,Canola,21.7,bu/ac
2013,282,Canola,39.9,bu/ac
2014,282,Canola,27.07,bu/ac
2015,282,Canola,32.43,bu/ac
2016,282,Canola,32.5,bu/ac
2017,282,Canola,34.7,bu/ac
2018,282,Canola,38.3,bu/ac
2019,282,Canola,40.1,bu/ac
2020,282,Canola,35.9,bu/ac
2021,282,Canola,17.4,bu/ac
2022,282,Canola,30.1,bu/ac
2023,282,Canola,27.7,bu/ac
2024,282,Canola,36.8,bu/ac
2025,282,Canola,33,bu/ac
1990,283,Canola,12.3,bu/ac
1991,283,Canola,6.4,bu/ac
1992,283,Canola,28,bu/ac
1993,283,Canola,27.9,bu/ac
1994,283,Canola,24.3,bu/ac
1995,283,Canola,15.8,bu/ac
1996,283,Canola,25.7,bu/ac
1997,283,Canola,20.1,bu/ac
1998,283,Canola,20,bu/ac
1999,283,Canola,25.3,bu/ac
2000,283,Canola,24.4,bu/ac
2001,283,Canola,11.1,bu/ac
2002,283,Canola,7.5,bu/ac
2003,283,Canola,15.4,bu/ac
2004,283,Canola,29.7,bu/ac
2005,283,Canola,31.6,bu/ac
2006,283,Canola,20.8,bu/ac
2007,283,Canola,19.6,bu/ac
2008,283,Canola,28.1,bu/ac
2009,283,Canola,31,bu/ac
2010,283,Canola,26.8,bu/ac
2011,283,Canola,33.5,bu/ac
2012,283,Canola,26.2,bu/ac
2013,283,Canola,38.2,bu/ac
2014,283,Canola,33.64,bu/ac
2015,283,Canola,40.43,bu/ac
2016,283,Canola,43.7,bu/ac
2017,283,Canola,31.87,bu/ac
2018,283,Canola,30,bu/ac
2019,283,Canola,40.1,bu/ac
2020,283,Canola,28.6,bu/ac
2021,283,Canola,13.1,bu/ac
2022,283,Canola,20.4,bu/ac
2023,283,Canola,16.5,bu/ac
2024,283,Canola,29.6,bu/ac
2025,283,Canola,52,bu/ac
1990,284,Canola,22,bu/ac
1991,284,Canola,26.2,bu/ac
1992,284,Canola,28,bu/ac
1993,284,Canola,26,bu/ac
1994,284,Canola,25,bu/ac
1995,284,Canola,18.7,bu/ac
1996,284,Canola,20.5,bu/ac
1997,284,Canola,18.3,bu/ac
1998,284,Canola,25,bu/ac
1999,284,Canola,29.9,bu/ac
2000,284,Canola,30.6,bu/ac
2001,284,Canola,19,bu/ac
2002,284,Canola,9.9,bu/ac
2003,284,Canola,15.6,bu/ac
2004,284,Canola,28.9,bu/ac
2005,284,Canola,35.5,bu/ac
2006,284,Canola,20.7,bu/ac
2007,284,Canola,21.1,bu/ac
2008,284,Canola,31.4,bu/ac
2009,284,Canola,35.1,bu/ac
2010,284,Canola,29.3,bu/ac
2011,284,Canola,38.8,bu/ac
2012,284,Canola,27.4,bu/ac
2013,284,Canola,39.2,bu/ac
2014,284,Canola,33.22,bu/ac
2015,284,Canola,39.6,bu/ac
2016,284,Canola,39.3,bu/ac
2017,284,Canola,39.3,bu/ac
2018,284,Canola,32.1,bu/ac
2019,284,Canola,36.2,bu/ac
2020,284,Canola,34.6,bu/ac
2021,284,Canola,16.5,bu/ac
2022,284,Canola,30.3,bu/ac
2023,284,Canola,13.7,bu/ac
2024,284,Canola,33.2,bu/ac
2025,284,Canola,44.8,bu/ac
1990,285,Canola,20,bu/ac
1992,285,Canola,24,bu/ac
1993,285,Canola,32,bu/ac
1994,285,Canola,19.7,bu/ac
1995,285,Canola,21.5,bu/ac
1996,285,Canola,21.5,bu/ac
1997,285,Canola,17.2,bu/ac
1998,285,Canola,22,bu/ac
1999,285,Canola,27.8,bu/ac
2000,285,Canola,26.2,bu/ac
2001,285,Canola,11.8,bu/ac
2002,285,Canola,6.8,bu/ac
2003,285,Canola,12.6,bu/ac
2004,285,Canola,28.4,bu/ac
2005,285,Canola,29.3,bu/ac
2006,285,Canola,25.1,bu/ac
2007,285,Canola,24.2,bu/ac
2008,285,Canola,28.5,bu/ac
2009,285,Canola,32.7,bu/ac
2010,285,Canola,33.8,bu/ac
2011,285,Canola,34.7,bu/ac
2012,285,Canola,22.7,bu/ac
2013,285,Canola,37.1,bu/ac
2014,285,Canola,32.61,bu/ac
2015,285,Canola,36.21,bu/ac
2016,285,Canola,41.2,bu/ac
2017,285,Canola,33.72,bu/ac
2018,285,Canola,29.4,bu/ac
2019,285,Canola,38.1,bu/ac
2020,285,Canola,31,bu/ac
2021,285,Canola,13.8,bu/ac
2022,285,Canola,17.3,bu/ac
2023,285,Canola,16.4,bu/ac
2024,285,Canola,33.3,bu/ac
2025,285,Canola,45.9,bu/ac
1990,286,Canola,25,bu/ac
1992,286,Canola,20,bu/ac
1993,286,Canola,30,bu/ac
1994,286,Canola,27.1,bu/ac
1995,286,Canola,25.4,bu/ac
1996,286,Canola,28.5,bu/ac
1997,286,Canola,18.7,bu/ac
1998,286,Canola,13.7,bu/ac
1999,286,Canola,27.2,bu/ac
2000,286,Canola,28.5,bu/ac
2001,286,Canola,8,bu/ac
2002,286,Canola,15,bu/ac
2003,286,Canola,6.5,bu/ac
2004,286,Canola,14.5,bu/ac
2005,286,Canola,31.4,bu/ac
2006,286,Canola,26.9,bu/ac
2007,286,Canola,22.3,bu/ac
2008,286,Canola,25,bu/ac
2009,286,Canola,25,bu/ac
2010,286,Canola,31.8,bu/ac
2011,286,Canola,31.7,bu/ac
2012,286,Canola,22.5,bu/ac
2013,286,Canola,42.5,bu/ac
2014,286,Canola,37.63,bu/ac
2015,286,Canola,39.21,bu/ac
2016,286,Canola,33.1,bu/ac
2017,286,Canola,33.75,bu/ac
2018,286,Canola,29.9,bu/ac
2019,286,Canola,41.2,bu/ac
2020,286,Canola,39.1,bu/ac
2021,286,Canola,14.1,bu/ac
