Year,RM,Crop,Yield,Unit
2021,190,Lentils,1071,lb/ac
2021,190,Flax,14.5,bu/ac
2022,190,Spring Wheat,38.7,bu/ac
2022,190,Durum,48.1,bu/ac
2022,190,Canola,39,bu/ac
2022,190,Barley,67.3,bu/ac
2022,190,Oats,57.1,bu/ac
2022,190,Peas,48.6,bu/ac
2022,190,Lentils,1375.7,lb/ac
2022,190,Flax,27,bu/ac
2023,190,Spring Wheat,32.5,bu/ac
2023,190,Durum,26,bu/ac
2023,190,Canola,25,bu/ac
2023,190,Barley,44.6,bu/ac
2023,190,Oats,30.5,bu/ac
2023,190,Peas,35.3,bu/ac
2023,190,Lentils,1697.6,lb/ac
2024,190,Spring Wheat,37.5,bu/ac
2024,190,Durum,32.7,bu/ac
2024,190,Canola,26.1,bu/ac
2024,190,Barley,58.2,bu/ac
2024,190,Oats,68.7,bu/ac
2024,190,Peas,33.7,bu/ac
2024,190,Lentils,1240,lb/ac
2024,190,Flax,12.6,bu/ac
2025,190,Spring Wheat,36.3,bu/ac
2025,190,Durum,33.6,bu/ac
2025,190,Canola,31.6,bu/ac
2025,190,Barley,66.1,bu/ac
2025,190,Oats,49,bu/ac
2025,190,Peas,37.2,bu/ac
2025,190,Lentils,1213,lb/ac
2025,190,Flax,31.1,bu/ac
1990,191,Spring Wheat,33.8,bu/ac
1990,191,Durum,36.8,bu/ac
1990,191,Barley,55,bu/ac
1990,191,Oats,45,bu/ac
1990,191,Flax,20.5,bu/ac
1991,191,Spring Wheat,32.4,bu/ac
1991,191,Durum,38.1,bu/ac
1991,191,Barley,35.3,bu/ac
1991,191,Oats,50,bu/ac
1991,191,Flax,20,bu/ac
1992,191,Spring Wheat,33.9,bu/ac
1992,191,Durum,34.8,bu/ac
1992,191,Canola,29.8,bu/ac
1992,191,Barley,70.8,bu/ac
1992,191,Oats,62.7,bu/ac
1992,191,Peas,28.3,bu/ac
1992,191,Lentils,1010,lb/ac
1992,191,Flax,20,bu/ac
1993,191,Spring Wheat,25,bu/ac
1993,191,Durum,27.6,bu/ac
1993,191,Canola,20,bu/ac
1993,191,Barley,50.1,bu/ac
1993,191,Oats,48.9,bu/ac
1993,191,Peas,28.5,bu/ac
1993,191,Lentils,514,lb/ac
1993,191,Flax,22.9,bu/ac
1994,191,Spring Wheat,27.4,bu/ac
1994,191,Durum,29.5,bu/ac
1994,191,Canola,14.9,bu/ac
1994,191,Barley,47.2,bu/ac
1994,191,Oats,44.3,bu/ac
1994,191,Peas,33.4,bu/ac
1994,191,Lentils,1281,lb/ac
1994,191,Flax,18.2,bu/ac
1995,191,Spring Wheat,31.6,bu/ac
1995,191,Durum,33.4,bu/ac
1995,191,Canola,18.9,bu/ac
1995,191,Barley,57,bu/ac
1995,191,Oats,31,bu/ac
1995,191,Peas,33.3,bu/ac
1995,191,Lentils,768,lb/ac
1995,191,Flax,24.6,bu/ac
1996,191,Spring Wheat,31.9,bu/ac
1996,191,Durum,37.2,bu/ac
1996,191,Canola,26,bu/ac
1996,191,Barley,47.3,bu/ac
1996,191,Oats,81.1,bu/ac
1996,191,Peas,40.5,bu/ac
1996,191,Lentils,1567,lb/ac
1996,191,Flax,25.8,bu/ac
1997,191,Spring Wheat,26,bu/ac
1997,191,Durum,27.2,bu/ac
1997,191,Canola,18.3,bu/ac
1997,191,Barley,48.5,bu/ac
1997,191,Oats,52.5,bu/ac
1997,191,Peas,25.3,bu/ac
1997,191,Lentils,1079.2,lb/ac
1997,191,Flax,19.8,bu/ac
1998,191,Spring Wheat,29.3,bu/ac
1998,191,Durum,31.1,bu/ac
1998,191,Canola,25.1,bu/ac
1998,191,Barley,49.4,bu/ac
1998,191,Oats,63.2,bu/ac
1998,191,Peas,35.9,bu/ac
1998,191,Lentils,1448.6,lb/ac
1998,191,Flax,22.9,bu/ac
1999,191,Spring Wheat,36.9,bu/ac
1999,191,Durum,40.6,bu/ac
1999,191,Canola,27.2,bu/ac
1999,191,Barley,56.8,bu/ac
1999,191,Oats,51.6,bu/ac
1999,191,Peas,46.4,bu/ac
1999,191,Lentils,1405.4,lb/ac
1999,191,Flax,22.4,bu/ac
2000,191,Spring Wheat,37.2,bu/ac
2000,191,Durum,40.5,bu/ac
2000,191,Canola,27.2,bu/ac
2000,191,Barley,57.2,bu/ac
2000,191,Oats,89.6,bu/ac
2000,191,Peas,45.3,bu/ac
2000,191,Lentils,1613.2,lb/ac
2000,191,Flax,21.1,bu/ac
2001,191,Spring Wheat,22,bu/ac
2001,191,Durum,21.6,bu/ac
2001,191,Canola,12.2,bu/ac
2001,191,Barley,39.9,bu/ac
2001,191,Oats,45,bu/ac
2001,191,Peas,16.8,bu/ac
2001,191,Lentils,907,lb/ac
2001,191,Flax,18.2,bu/ac
2002,191,Spring Wheat,24.6,bu/ac
2002,191,Durum,25.1,bu/ac
2002,191,Canola,12.4,bu/ac
2002,191,Barley,35.7,bu/ac
2002,191,Oats,55,bu/ac
2002,191,Peas,22.8,bu/ac
2002,191,Lentils,503,lb/ac
2002,191,Flax,14.6,bu/ac
2003,191,Spring Wheat,29.5,bu/ac
2003,191,Durum,37.9,bu/ac
2003,191,Canola,14.9,bu/ac
2003,191,Barley,50.4,bu/ac
2003,191,Oats,60,bu/ac
2003,191,Peas,27.8,bu/ac
2003,191,Lentils,1119,lb/ac
2003,191,Flax,16.8,bu/ac
2004,191,Spring Wheat,36.9,bu/ac
2004,191,Durum,44.5,bu/ac
2004,191,Canola,37.6,bu/ac
2004,191,Barley,73.7,bu/ac
2004,191,Oats,60,bu/ac
2004,191,Peas,47.7,bu/ac
2004,191,Lentils,1442,lb/ac
2004,191,Flax,23.3,bu/ac
2005,191,Spring Wheat,38.1,bu/ac
2005,191,Durum,49.5,bu/ac
2005,191,Canola,32.3,bu/ac
2005,191,Barley,67.7,bu/ac
2005,191,Oats,78.5,bu/ac
2005,191,Peas,34.4,bu/ac
2005,191,Lentils,1585,lb/ac
2005,191,Flax,26,bu/ac
2006,191,Spring Wheat,35,bu/ac
2006,191,Durum,47.4,bu/ac
2006,191,Canola,32.2,bu/ac
2006,191,Barley,42.8,bu/ac
2006,191,Oats,65,bu/ac
2006,191,Peas,41.7,bu/ac
2006,191,Lentils,1152,lb/ac
2006,191,Flax,24.6,bu/ac
2007,191,Spring Wheat,32,bu/ac
2007,191,Durum,41.7,bu/ac
2007,191,Canola,26.6,bu/ac
2007,191,Barley,61.8,bu/ac
2007,191,Oats,70.5,bu/ac
2007,191,Peas,38.2,bu/ac
2007,191,Lentils,1368,lb/ac
2007,191,Flax,21.8,bu/ac
2008,191,Spring Wheat,35.3,bu/ac
2008,191,Durum,42,bu/ac
2008,191,Canola,32.2,bu/ac
2008,191,Barley,65.2,bu/ac
2008,191,Peas,30.9,bu/ac
2008,191,Lentils,1464,lb/ac
2008,191,Flax,21.8,bu/ac
2009,191,Spring Wheat,31.7,bu/ac
2009,191,Durum,45.4,bu/ac
2009,191,Canola,33.9,bu/ac
2009,191,Peas,35.7,bu/ac
2009,191,Lentils,1665,lb/ac
2009,191,Flax,28.9,bu/ac
2010,191,Spring Wheat,34.6,bu/ac
2010,191,Durum,47.4,bu/ac
2010,191,Canola,41,bu/ac
2010,191,Barley,39.9,bu/ac
2010,191,Peas,38.2,bu/ac
2010,191,Lentils,1563,lb/ac
2010,191,Flax,19.1,bu/ac
2011,191,Spring Wheat,48.9,bu/ac
2011,191,Durum,52.7,bu/ac
2011,191,Canola,44.1,bu/ac
2011,191,Barley,56,bu/ac
2011,191,Peas,32.1,bu/ac
2011,191,Lentils,1852,lb/ac
2011,191,Flax,32.6,bu/ac
2012,191,Spring Wheat,47.5,bu/ac
2012,191,Durum,52.4,bu/ac
2012,191,Canola,25.7,bu/ac
2012,191,Barley,41.5,bu/ac
2012,191,Peas,29.4,bu/ac
2012,191,Lentils,1321,lb/ac
2012,191,Flax,25.7,bu/ac
2013,191,Spring Wheat,62,bu/ac
2013,191,Durum,83.5,bu/ac
2013,191,Canola,53.7,bu/ac
2013,191,Barley,68,bu/ac
2013,191,Oats,87.5,bu/ac
2013,191,Peas,37.6,bu/ac
2013,191,Lentils,2124,lb/ac
2013,191,Flax,43.3,bu/ac
2014,191,Spring Wheat,40.96,bu/ac
2014,191,Durum,39.83,bu/ac
2014,191,Canola,31.82,bu/ac
2014,191,Barley,44.35,bu/ac
2014,191,Oats,94.34,bu/ac
2014,191,Peas,15.7,bu/ac
2014,191,Lentils,833.67,lb/ac
2014,191,Flax,20.21,bu/ac
2015,191,Spring Wheat,34.74,bu/ac
2015,191,Durum,37.52,bu/ac
2015,191,Canola,34.07,bu/ac
2015,191,Barley,64.65,bu/ac
2015,191,Peas,31,bu/ac
2015,191,Lentils,1323.18,lb/ac
2015,191,Flax,21.9,bu/ac
2016,191,Spring Wheat,55.4,bu/ac
2016,191,Durum,53.4,bu/ac
2016,191,Canola,48.8,bu/ac
2016,191,Barley,64.2,bu/ac
2016,191,Oats,110,bu/ac
2016,191,Peas,35.4,bu/ac
2016,191,Lentils,772,lb/ac
2016,191,Flax,28.1,bu/ac
2017,191,Spring Wheat,53.61,bu/ac
2017,191,Durum,54.38,bu/ac
2017,191,Canola,35.51,bu/ac
2017,191,Barley,56.73,bu/ac
2017,191,Peas,35.1,bu/ac
2017,191,Lentils,1920.59,lb/ac
2017,191,Flax,17.81,bu/ac
2018,191,Spring Wheat,56,bu/ac
2018,191,Durum,56,bu/ac
2018,191,Canola,46.5,bu/ac
2018,191,Barley,51,bu/ac
2018,191,Peas,38,bu/ac
2018,191,Lentils,1883,lb/ac
2018,191,Flax,21,bu/ac
2019,191,Spring Wheat,51.3,bu/ac
2019,191,Durum,51,bu/ac
2019,191,Canola,46.5,bu/ac
2019,191,Barley,80.4,bu/ac
2019,191,Peas,36.9,bu/ac
2019,191,Lentils,1407,lb/ac
2019,191,Flax,20,bu/ac
2020,191,Spring Wheat,63.8,bu/ac
2020,191,Durum,63.1,bu/ac
2020,191,Canola,40.7,bu/ac
2020,191,Barley,60.1,bu/ac
2020,191,Peas,45,bu/ac
2020,191,Lentils,1779,lb/ac
2020,191,Flax,25.4,bu/ac
2021,191,Spring Wheat,38.2,bu/ac
2021,191,Durum,29.7,bu/ac
2021,191,Canola,23.7,bu/ac
2021,191,Barley,38.2,bu/ac
2021,191,Peas,17.2,bu/ac
2021,191,Lentils,1067,lb/ac
2021,191,Flax,9.7,bu/ac
2022,191,Spring Wheat,45.9,bu/ac
2022,191,Durum,55.2,bu/ac
2022,191,Canola,41.7,bu/ac
2022,191,Barley,60.8,bu/ac
2022,191,Peas,40.4,bu/ac
2022,191,Lentils,1718.4,lb/ac
2022,191,Flax,27.2,bu/ac
2023,191,Spring Wheat,40.4,bu/ac
2023,191,Durum,34.9,bu/ac
2023,191,Canola,29.5,bu/ac
2023,191,Barley,41.6,bu/ac
2023,191,Peas,32.2,bu/ac
2023,191,Lentils,1447.1,lb/ac
2024,191,Spring Wheat,56,bu/ac
2024,191,Durum,54.6,bu/ac
2024,191,Canola,43.2,bu/ac
2024,191,Barley,62.4,bu/ac
2024,191,Peas,44.6,bu/ac
2024,191,Lentils,1462,lb/ac
2024,191,Flax,21.6,bu/ac
2025,191,Spring Wheat,47.1,bu/ac
2025,191,Durum,55.1,bu/ac
2025,191,Canola,49.3,bu/ac
2025,191,Peas,54,bu/ac
2025,191,Lentils,2201,lb/ac
1990,193,Spring Wheat,28.4,bu/ac
1990,193,Durum,23,bu/ac
1990,193,Barley,33.9,bu/ac
1990,193,Oats,37,bu/ac
1990,193,Flax,24,bu/ac
1991,193,Spring Wheat,27.3,bu/ac
1991,193,Durum,34.4,bu/ac
1991,193,Canola,30,bu/ac
1991,193,Barley,30.8,bu/ac
1991,193,Oats,34.8,bu/ac
1991,193,Flax,15,bu/ac
1992,193,Spring Wheat,28.3,bu/ac
1992,193,Durum,22.4,bu/ac
1992,193,Canola,29.7,bu/ac
1992,193,Barley,44.4,bu/ac
1992,193,Oats,52,bu/ac
1992,193,Peas,28,bu/ac
1992,193,Lentils,644,lb/ac
1992,193,Flax,17.5,bu/ac
1993,193,Spring Wheat,29.9,bu/ac
1993,193,Durum,25,bu/ac
1993,193,Canola,29.9,bu/ac
1993,193,Barley,48.6,bu/ac
1993,193,Oats,44.8,bu/ac
1993,193,Peas,21.4,bu/ac
1993,193,Lentils,698,lb/ac
1993,193,Flax,24,bu/ac
1994,193,Spring Wheat,26.3,bu/ac
1994,193,Durum,29.1,bu/ac
1994,193,Canola,19.6,bu/ac
1994,193,Barley,32,bu/ac
1994,193,Oats,50.4,bu/ac
1994,193,Peas,20.5,bu/ac
1994,193,Lentils,1139,lb/ac
1994,193,Flax,17.2,bu/ac
1995,193,Spring Wheat,25.6,bu/ac
1995,193,Durum,31.2,bu/ac
1995,193,Canola,19.1,bu/ac
1995,193,Barley,36.9,bu/ac
1995,193,Oats,46.6,bu/ac
1995,193,Peas,27.8,bu/ac
1995,193,Lentils,984,lb/ac
1995,193,Flax,15.8,bu/ac
1996,193,Spring Wheat,31.2,bu/ac
1996,193,Durum,30.2,bu/ac
1996,193,Canola,21.9,bu/ac
1996,193,Barley,40.8,bu/ac
1996,193,Oats,54.5,bu/ac
1996,193,Peas,29,bu/ac
1996,193,Lentils,1086,lb/ac
1996,193,Flax,19,bu/ac
1997,193,Spring Wheat,24.2,bu/ac
1997,193,Durum,24.6,bu/ac
1997,193,Canola,19.6,bu/ac
1997,193,Barley,34.1,bu/ac
1997,193,Oats,35.9,bu/ac
1997,193,Peas,22.8,bu/ac
1997,193,Lentils,1065.7,lb/ac
1997,193,Flax,15,bu/ac
1998,193,Spring Wheat,23.8,bu/ac
1998,193,Durum,22.6,bu/ac
1998,193,Canola,21.9,bu/ac
1998,193,Barley,31.3,bu/ac
1998,193,Oats,56.9,bu/ac
1998,193,Peas,32.8,bu/ac
1998,193,Lentils,1096.1,lb/ac
1998,193,Flax,16,bu/ac
1999,193,Spring Wheat,29.2,bu/ac
1999,193,Durum,28.7,bu/ac
1999,193,Canola,25.3,bu/ac
1999,193,Barley,38.8,bu/ac
1999,193,Oats,55.6,bu/ac
1999,193,Peas,35,bu/ac
1999,193,Lentils,983.4,lb/ac
1999,193,Flax,21.6,bu/ac
2000,193,Spring Wheat,27.6,bu/ac
2000,193,Durum,28.7,bu/ac
2000,193,Canola,23.2,bu/ac
2000,193,Barley,45.5,bu/ac
2000,193,Oats,55.4,bu/ac
2000,193,Peas,33,bu/ac
2000,193,Lentils,1130.7,lb/ac
2000,193,Flax,18.5,bu/ac
2001,193,Spring Wheat,15.2,bu/ac
2001,193,Durum,15.9,bu/ac
2001,193,Canola,15.6,bu/ac
2001,193,Barley,23.1,bu/ac
2001,193,Oats,25.1,bu/ac
2001,193,Peas,14.1,bu/ac
2001,193,Lentils,689,lb/ac
2001,193,Flax,15.5,bu/ac
2002,193,Spring Wheat,19,bu/ac
2002,193,Durum,16.6,bu/ac
2002,193,Canola,10.2,bu/ac
2002,193,Barley,22.7,bu/ac
2002,193,Oats,32.9,bu/ac
2002,193,Peas,13.9,bu/ac
2002,193,Lentils,532,lb/ac
2002,193,Flax,8.5,bu/ac
2003,193,Spring Wheat,19.3,bu/ac
2003,193,Durum,21.7,bu/ac
2003,193,Canola,8.6,bu/ac
2003,193,Barley,19.7,bu/ac
2003,193,Oats,21.5,bu/ac
2003,193,Peas,15.7,bu/ac
2003,193,Lentils,744,lb/ac
2003,193,Flax,8.9,bu/ac
2004,193,Spring Wheat,32.4,bu/ac
2004,193,Durum,33.6,bu/ac
2004,193,Canola,29.4,bu/ac
2004,193,Barley,46.7,bu/ac
2004,193,Oats,62.9,bu/ac
2004,193,Peas,33,bu/ac
2004,193,Lentils,1047,lb/ac
2004,193,Flax,18.8,bu/ac
2005,193,Spring Wheat,28.6,bu/ac
2005,193,Durum,31.6,bu/ac
2005,193,Canola,25,bu/ac
2005,193,Barley,41.3,bu/ac
2005,193,Oats,46.6,bu/ac
2005,193,Peas,28.4,bu/ac
2005,193,Lentils,1188,lb/ac
2005,193,Flax,20.3,bu/ac
2006,193,Spring Wheat,24,bu/ac
2006,193,Durum,24.5,bu/ac
2006,193,Canola,20.8,bu/ac
2006,193,Barley,27.9,bu/ac
2006,193,Oats,48.4,bu/ac
2006,193,Peas,25.1,bu/ac
2006,193,Lentils,759,lb/ac
2006,193,Flax,14.9,bu/ac
2007,193,Spring Wheat,22.7,bu/ac
2007,193,Durum,25.5,bu/ac
2007,193,Canola,16.9,bu/ac
2007,193,Barley,26.9,bu/ac
2007,193,Oats,25,bu/ac
2007,193,Peas,27.2,bu/ac
2007,193,Lentils,1112,lb/ac
2007,193,Flax,12.2,bu/ac
2008,193,Spring Wheat,26.2,bu/ac
2008,193,Durum,29.3,bu/ac
2008,193,Canola,25.5,bu/ac
2008,193,Barley,42,bu/ac
2008,193,Oats,47.5,bu/ac
2008,193,Peas,26.5,bu/ac
2008,193,Lentils,1352,lb/ac
2008,193,Flax,18.1,bu/ac
2009,193,Spring Wheat,29.6,bu/ac
2009,193,Durum,29.4,bu/ac
2009,193,Canola,27.4,bu/ac
2009,193,Barley,44.6,bu/ac
2009,193,Oats,50,bu/ac
2009,193,Peas,28.8,bu/ac
2009,193,Lentils,1428,lb/ac
2009,193,Flax,18.2,bu/ac
2010,193,Spring Wheat,33.6,bu/ac
2010,193,Durum,27.6,bu/ac
2010,193,Canola,28.2,bu/ac
2010,193,Barley,38.2,bu/ac
2010,193,Oats,59.8,bu/ac
2010,193,Peas,26.6,bu/ac
2010,193,Lentils,1207,lb/ac
2010,193,Flax,16.9,bu/ac
2011,193,Spring Wheat,39.4,bu/ac
2011,193,Durum,37.3,bu/ac
2011,193,Canola,33.7,bu/ac
2011,193,Barley,41.9,bu/ac
2011,193,Oats,60,bu/ac
2011,193,Peas,37.3,bu/ac
2011,193,Lentils,1507,lb/ac
2011,193,Flax,26.9,bu/ac
2012,193,Spring Wheat,31.1,bu/ac
2012,193,Durum,34.5,bu/ac
2012,193,Canola,27.7,bu/ac
2012,193,Barley,40.6,bu/ac
2012,193,Oats,60,bu/ac
2012,193,Peas,32.1,bu/ac
2012,193,Lentils,1428,lb/ac
2012,193,Flax,22.1,bu/ac
2013,193,Spring Wheat,47.3,bu/ac
2013,193,Durum,49.5,bu/ac
2013,193,Canola,42.1,bu/ac
2013,193,Barley,42.3,bu/ac
2013,193,Oats,58.8,bu/ac
2013,193,Peas,41.5,bu/ac
2013,193,Lentils,1727,lb/ac
2013,193,Flax,29.3,bu/ac
2014,193,Spring Wheat,38.58,bu/ac
2014,193,Durum,38.49,bu/ac
2014,193,Canola,32.67,bu/ac
2014,193,Barley,38.75,bu/ac
2014,193,Oats,47.5,bu/ac
2014,193,Peas,23.8,bu/ac
2014,193,Lentils,1016.63,lb/ac
2014,193,Flax,18.67,bu/ac
2015,193,Spring Wheat,30.03,bu/ac
2015,193,Durum,29.12,bu/ac
2015,193,Canola,32.12,bu/ac
2015,193,Barley,55.7,bu/ac
2015,193,Oats,70.2,bu/ac
2015,193,Peas,28.5,bu/ac
2015,193,Lentils,1451.48,lb/ac
2015,193,Flax,23.55,bu/ac
2016,193,Spring Wheat,36.9,bu/ac
2016,193,Durum,51.6,bu/ac
2016,193,Canola,46.2,bu/ac
2016,193,Barley,59.7,bu/ac
2016,193,Oats,78.3,bu/ac
2016,193,Peas,36.9,bu/ac
2016,193,Lentils,1115,lb/ac
2016,193,Flax,24.7,bu/ac
2017,193,Spring Wheat,37.95,bu/ac
2017,193,Durum,43.98,bu/ac
2017,193,Canola,32.69,bu/ac
2017,193,Barley,57.66,bu/ac
2017,193,Oats,43.78,bu/ac
2017,193,Peas,24.4,bu/ac
2017,193,Lentils,1494.01,lb/ac
2017,193,Flax,16.25,bu/ac
2018,193,Spring Wheat,41.7,bu/ac
2018,193,Durum,44,bu/ac
2018,193,Canola,38.5,bu/ac
2018,193,Barley,59,bu/ac
2018,193,Oats,59.5,bu/ac
2018,193,Peas,29.8,bu/ac
2018,193,Lentils,1413,lb/ac
2018,193,Flax,16.5,bu/ac
2019,193,Spring Wheat,39.5,bu/ac
2019,193,Durum,38.6,bu/ac
2019,193,Canola,36.1,bu/ac
2019,193,Barley,65,bu/ac
2019,193,Oats,62.5,bu/ac
2019,193,Peas,26.5,bu/ac
2019,193,Lentils,1262,lb/ac
2019,193,Flax,16.4,bu/ac
2020,193,Spring Wheat,41.3,bu/ac
2020,193,Durum,43.8,bu/ac
2020,193,Canola,34,bu/ac
2020,193,Barley,64.6,bu/ac
2020,193,Oats,53.1,bu/ac
2020,193,Peas,31,bu/ac
2020,193,Lentils,1390,lb/ac
2020,193,Flax,21.7,bu/ac
2021,193,Spring Wheat,19,bu/ac
2021,193,Durum,13.9,bu/ac
2021,193,Canola,13.9,bu/ac
2021,193,Barley,21.5,bu/ac
2021,193,Oats,24,bu/ac
2021,193,Peas,11.5,bu/ac
2021,193,Lentils,692,lb/ac
2021,193,Flax,7.7,bu/ac
2022,193,Spring Wheat,33.1,bu/ac
2022,193,Durum,31.5,bu/ac
2022,193,Canola,23.9,bu/ac
2022,193,Barley,43.8,bu/ac
2022,193,Oats,38.6,bu/ac
2022,193,Peas,20.4,bu/ac
2022,193,Lentils,1073.5,lb/ac
2022,193,Flax,15.2,bu/ac
2023,193,Spring Wheat,26.9,bu/ac
2023,193,Durum,21.2,bu/ac
2023,193,Canola,19.5,bu/ac
2023,193,Barley,22.1,bu/ac
2023,193,Oats,3.6,bu/ac
2023,193,Peas,25.5,bu/ac
2023,193,Lentils,922.4,lb/ac
2023,193,Flax,10.1,bu/ac
2024,193,Spring Wheat,38.3,bu/ac
2024,193,Durum,34.8,bu/ac
2024,193,Canola,29.6,bu/ac
2024,193,Barley,51.1,bu/ac
2024,193,Peas,30.8,bu/ac
2024,193,Lentils,1144,lb/ac
2024,193,Flax,14.5,bu/ac
2025,193,Spring Wheat,34.3,bu/ac
2025,193,Durum,30.5,bu/ac
2025,193,Canola,34.8,bu/ac
2025,193,Barley,48.3,bu/ac
2025,193,Oats,70,bu/ac
2025,193,Peas,25.9,bu/ac
2025,193,Lentils,1405,lb/ac
2025,193,Flax,24.8,bu/ac
1990,194,Spring Wheat,33.6,bu/ac
1990,194,Durum,36.5,bu/ac
1990,194,Canola,11,bu/ac
1990,194,Barley,41,bu/ac
1990,194,Oats,45,bu/ac
1990,194,Flax,20.2,bu/ac
1991,194,Spring Wheat,30.4,bu/ac
1991,194,Durum,36.3,bu/ac
1991,194,Canola,25,bu/ac
1991,194,Barley,39,bu/ac
1991,194,Oats,55,bu/ac
1991,194,Flax,18.8,bu/ac
1992,194,Spring Wheat,29.1,bu/ac
1992,194,Durum,23.2,bu/ac
1992,194,Canola,23,bu/ac
1992,194,Barley,53.6,bu/ac
1992,194,Oats,27.8,bu/ac
1992,194,Lentils,1600,lb/ac
1992,194,Flax,15,bu/ac
1993,194,Spring Wheat,30.5,bu/ac
1993,194,Durum,29.6,bu/ac
1993,194,Canola,32,bu/ac
1993,194,Barley,44.6,bu/ac
1993,194,Oats,54.2,bu/ac
1993,194,Peas,23.3,bu/ac
1993,194,Lentils,829,lb/ac
1993,194,Flax,26.4,bu/ac
1994,194,Spring Wheat,20.7,bu/ac
1994,194,Durum,22.8,bu/ac
1994,194,Canola,18.3,bu/ac
1994,194,Barley,40,bu/ac
1994,194,Oats,33.5,bu/ac
1994,194,Peas,16.7,bu/ac
1994,194,Lentils,675,lb/ac
1994,194,Flax,16.7,bu/ac
1995,194,Spring Wheat,25.2,bu/ac
1995,194,Durum,27.5,bu/ac
1995,194,Canola,21,bu/ac
1995,194,Barley,37,bu/ac
1995,194,Oats,49.3,bu/ac
1995,194,Peas,16.7,bu/ac
1995,194,Lentils,1168,lb/ac
1995,194,Flax,15,bu/ac
1996,194,Spring Wheat,29.5,bu/ac
1996,194,Durum,35.8,bu/ac
1996,194,Canola,22.2,bu/ac
1996,194,Barley,47.9,bu/ac
1996,194,Oats,37.3,bu/ac
1996,194,Peas,31.8,bu/ac
1996,194,Lentils,1035,lb/ac
1996,194,Flax,15,bu/ac
1997,194,Spring Wheat,23.1,bu/ac
1997,194,Durum,28.8,bu/ac
1997,194,Canola,18.5,bu/ac
1997,194,Barley,25.5,bu/ac
1997,194,Oats,33.9,bu/ac
1997,194,Peas,20.9,bu/ac
1997,194,Lentils,1002.4,lb/ac
1997,194,Flax,12.5,bu/ac
1998,194,Spring Wheat,23.4,bu/ac
1998,194,Durum,26.6,bu/ac
1998,194,Canola,22.7,bu/ac
1998,194,Barley,32.6,bu/ac
1998,194,Oats,39.6,bu/ac
1998,194,Peas,28.1,bu/ac
1998,194,Lentils,903.5,lb/ac
1998,194,Flax,19.4,bu/ac
1999,194,Spring Wheat,27.7,bu/ac
1999,194,Durum,27.4,bu/ac
1999,194,Canola,22.7,bu/ac
1999,194,Barley,34.4,bu/ac
1999,194,Oats,44,bu/ac
1999,194,Peas,39.6,bu/ac
1999,194,Lentils,915.3,lb/ac
1999,194,Flax,20.1,bu/ac
2000,194,Spring Wheat,24.5,bu/ac
2000,194,Durum,25.9,bu/ac
2000,194,Canola,22.2,bu/ac
2000,194,Barley,38.9,bu/ac
2000,194,Oats,40.5,bu/ac
2000,194,Peas,31.4,bu/ac
2000,194,Lentils,1130.9,lb/ac
2000,194,Flax,17.3,bu/ac
2001,194,Spring Wheat,15,bu/ac
2001,194,Durum,15,bu/ac
2001,194,Canola,11.6,bu/ac
2001,194,Barley,42,bu/ac
2001,194,Oats,27.5,bu/ac
2001,194,Peas,11.2,bu/ac
2001,194,Lentils,732,lb/ac
2001,194,Flax,14.6,bu/ac
2002,194,Spring Wheat,18.1,bu/ac
2002,194,Durum,24,bu/ac
2002,194,Canola,10.1,bu/ac
2002,194,Barley,28.4,bu/ac
2002,194,Oats,41.3,bu/ac
2002,194,Peas,20.4,bu/ac
2002,194,Lentils,704,lb/ac
2002,194,Flax,13,bu/ac
2003,194,Spring Wheat,16.8,bu/ac
2003,194,Durum,18.1,bu/ac
2003,194,Canola,8,bu/ac
2003,194,Barley,24.3,bu/ac
2003,194,Oats,22.5,bu/ac
2003,194,Peas,13.7,bu/ac
2003,194,Lentils,929,lb/ac
2003,194,Flax,11.4,bu/ac
2004,194,Spring Wheat,29.5,bu/ac
2004,194,Durum,32.8,bu/ac
2004,194,Canola,20.1,bu/ac
2004,194,Barley,35.5,bu/ac
2004,194,Oats,47.8,bu/ac
2004,194,Peas,35.9,bu/ac
2004,194,Lentils,1228,lb/ac
2004,194,Flax,18,bu/ac
2005,194,Spring Wheat,26.6,bu/ac
2005,194,Durum,29.7,bu/ac
2005,194,Canola,24,bu/ac
2005,194,Barley,35.8,bu/ac
2005,194,Oats,42.6,bu/ac
2005,194,Peas,32.8,bu/ac
2005,194,Lentils,1279,lb/ac
2005,194,Flax,18.7,bu/ac
2006,194,Spring Wheat,22.6,bu/ac
2006,194,Durum,23,bu/ac
2006,194,Canola,17.9,bu/ac
2006,194,Barley,26.8,bu/ac
2006,194,Oats,43.4,bu/ac
2006,194,Peas,28.1,bu/ac
2006,194,Lentils,872,lb/ac
2006,194,Flax,16.5,bu/ac
2007,194,Spring Wheat,19.7,bu/ac
2007,194,Durum,20.4,bu/ac
2007,194,Canola,15.5,bu/ac
2007,194,Barley,26.2,bu/ac
2007,194,Oats,31.8,bu/ac
2007,194,Peas,24.5,bu/ac
2007,194,Lentils,888,lb/ac
2007,194,Flax,14.6,bu/ac
2008,194,Spring Wheat,25,bu/ac
2008,194,Durum,30,bu/ac
2008,194,Canola,19.4,bu/ac
2008,194,Barley,32.8,bu/ac
2008,194,Oats,47.2,bu/ac
2008,194,Peas,31.2,bu/ac
2008,194,Lentils,950,lb/ac
2008,194,Flax,16.8,bu/ac
