Year	Municipality	Crop	Variety	Farms	Acres	Yield/Acre	(Metric)	Yield/Acre	(Imperial)
2022	ROCKWOOD	RED SPRING WHEAT	BOLLES <SEED DEPOT>	3	1,345.0	1.587	Tonnes	58.3	Bushels
2022	ROCKWOOD	RED SPRING WHEAT	CDC HUGHES <CPSC> |PT588|	Below	Minimum	Tolerance	 	 	 
2022	ROCKWOOD	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	ROCKWOOD	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	AAC BRANDON (BW 932)	39	11,035.0	1.954	Tonnes	71.8	Bushels
2022	ROLAND	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	AAC STARBUCK <SECAN>	35	9,259.0	1.641	Tonnes	60.3	Bushels
2022	ROLAND	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	ROLAND	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	ROSEDALE	RED SPRING WHEAT	AAC BRANDON (BW 932)	25	10,998.0	1.613	Tonnes	59.3	Bushels
2022	ROSEDALE	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	ROSEDALE	RED SPRING WHEAT	AAC REDBERRY	5	2,569.0	1.923	Tonnes	70.6	Bushels
2022	ROSEDALE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	12	2,570.0	1.411	Tonnes	51.8	Bushels
2022	ROSEDALE	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2022	ROSEDALE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	ROSEDALE	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	3	879.0	1.668	Tonnes	61.3	Bushels
2022	ROSEDALE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	ROSEDALE	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2022	ROSEDALE	RED SPRING WHEAT	WASKADA (BW 357)	Below	Minimum	Tolerance	 	 	 
2022	ROSSBURN	RED SPRING WHEAT	AAC BRANDON (BW 932)	16	5,287.0	1.642	Tonnes	60.3	Bushels
2022	ROSSBURN	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	ROSSBURN	RED SPRING WHEAT	AAC REDBERRY	11	2,518.0	1.550	Tonnes	57.0	Bushels
2022	ROSSBURN	RED SPRING WHEAT	AAC STARBUCK <SECAN>	20	7,301.5	1.665	Tonnes	61.2	Bushels
2022	ROSSBURN	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	ROSSBURN	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	13	4,367.0	1.714	Tonnes	63.0	Bushels
2022	ROSSBURN	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	ROSSBURN	RED SPRING WHEAT	CDC VR MORRIS (BW423)	Below	Minimum	Tolerance	 	 	 
2022	ROSSBURN	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	3	1,023.0	1.399	Tonnes	51.4	Bushels
2022	ROSSER	RED SPRING WHEAT	AAC BRANDON (BW 932)	17	7,337.0	1.756	Tonnes	64.5	Bushels
2022	ROSSER	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	ROSSER	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2022	ROSSER	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	4	964.0	1.755	Tonnes	64.5	Bushels
2022	ROSSER	RED SPRING WHEAT	AAC STARBUCK <SECAN>	25	11,542.0	1.968	Tonnes	72.3	Bushels
2022	ROSSER	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	3	981.0	1.764	Tonnes	64.8	Bushels
2022	ROSSER	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC BRANDON (BW 932)	8	1,661.0	1.490	Tonnes	54.8	Bushels
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	3	759.0	1.921	Tonnes	70.6	Bushels
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC REDBERRY	4	1,693.0	1.665	Tonnes	61.2	Bushels
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC STARBUCK <SECAN>	10	4,743.0	1.699	Tonnes	62.4	Bushels
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	17	7,186.0	1.795	Tonnes	65.9	Bushels
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	CDC LANDMARK	3	1,819.0	1.876	Tonnes	68.9	Bushels
2022	RUSSELL-BINSCARTH	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2022	SIFTON	RED SPRING WHEAT	AAC BRANDON (BW 932)	9	2,709.0	1.134	Tonnes	41.7	Bushels
2022	SIFTON	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	SIFTON	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	SIFTON	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	SIFTON	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	5	2,305.0	1.432	Tonnes	52.6	Bushels
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC ALIDA (BW980)	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC BRANDON (BW 932)	28	15,854.0	1.453	Tonnes	53.4	Bushels
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC MAGNET |BW 1045, BJ14*A01135|	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	5	1,490.0	1.533	Tonnes	56.3	Bushels
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	SOURIS-GLENWOOD	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	AAC BRANDON (BW 932)	33	11,896.0	1.571	Tonnes	57.7	Bushels
2022	SPRINGFIELD	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	6	1,051.0	1.699	Tonnes	62.4	Bushels
2022	SPRINGFIELD	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	AAC STARBUCK <SECAN>	11	4,115.0	1.745	Tonnes	64.1	Bushels
2022	SPRINGFIELD	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	AC DOMAIN (BW 148)	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	BOLLES <SEED DEPOT>	3	1,342.0	1.216	Tonnes	44.7	Bushels
2022	SPRINGFIELD	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2022	SPRINGFIELD	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	11	3,646.0	1.818	Tonnes	66.8	Bushels
2022	SPRINGFIELD	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	AAC BRANDON (BW 932)	15	6,034.0	1.675	Tonnes	61.6	Bushels
2022	ST. ANDREWS	RED SPRING WHEAT	AAC ELIE(BW931)	6	2,352.0	1.514	Tonnes	55.6	Bushels
2022	ST. ANDREWS	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	7	1,695.0	1.725	Tonnes	63.4	Bushels
2022	ST. ANDREWS	RED SPRING WHEAT	AAC STARBUCK <SECAN>	12	9,393.0	2.009	Tonnes	73.8	Bushels
2022	ST. ANDREWS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	BOLLES <SEED DEPOT>	5	2,084.0	1.298	Tonnes	47.7	Bushels
2022	ST. ANDREWS	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	CDC OSLER (PT555)	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	CDC TITANIUM <PROVEN>	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	ST. ANDREWS	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	ST. CLEMENTS	RED SPRING WHEAT	AAC BRANDON (BW 932)	19	8,181.0	1.661	Tonnes	61.0	Bushels
2022	ST. CLEMENTS	RED SPRING WHEAT	AAC ELIE(BW931)	3	1,141.0	1.600	Tonnes	58.8	Bushels
2022	ST. CLEMENTS	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	ST. CLEMENTS	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	ST. CLEMENTS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	9	3,209.5	1.962	Tonnes	72.1	Bushels
2022	ST. CLEMENTS	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	ST. CLEMENTS	RED SPRING WHEAT	KANE (BW342)	Below	Minimum	Tolerance	 	 	 
2022	ST. CLEMENTS	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	ST. FRANCIS XAVIER	RED SPRING WHEAT	AAC BRANDON (BW 932)	5	2,432.0	1.838	Tonnes	67.5	Bushels
2022	ST. FRANCIS XAVIER	RED SPRING WHEAT	AAC STARBUCK <SECAN>	13	5,940.0	1.804	Tonnes	66.3	Bushels
2022	ST. FRANCIS XAVIER	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	ST. LAURENT	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	AAC BRANDON (BW 932)	60	13,332.0	1.754	Tonnes	64.4	Bushels
2022	STANLEY	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	AAC STARBUCK <SECAN>	38	6,071.0	1.777	Tonnes	65.3	Bushels
2022	STANLEY	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	FIELDSTAR VB	Below	Minimum	Tolerance	 	 	 
2022	STANLEY	RED SPRING WHEAT	SY CAST	7	1,207.0	1.652	Tonnes	60.7	Bushels
2022	STE. ANNE	RED SPRING WHEAT	AAC BRANDON (BW 932)	23	4,711.0	1.754	Tonnes	64.4	Bushels
2022	STE. ANNE	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2022	STE. ANNE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	STE. ANNE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	STE. ROSE	RED SPRING WHEAT	AAC BRANDON (BW 932)	12	4,662.0	1.221	Tonnes	44.9	Bushels
2022	STE. ROSE	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2022	STE. ROSE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	4	1,127.0	1.607	Tonnes	59.0	Bushels
2022	STE. ROSE	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2022	STE. ROSE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	3	785.0	1.788	Tonnes	65.7	Bushels
2022	STE. ROSE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	3	1,267.0	1.642	Tonnes	60.3	Bushels
2022	STE. ROSE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	STUARTBURN	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2022	STUARTBURN	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	STUARTBURN	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC BRANDON (BW 932)	9	3,835.0	1.811	Tonnes	66.5	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC CONNERY |PT245|	Below	Minimum	Tolerance	 	 	 
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	3	1,026.0	1.894	Tonnes	69.6	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC REDBERRY	6	2,121.0	1.456	Tonnes	53.5	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC REDSTAR <SECAN> |PT488|	Below	Minimum	Tolerance	 	 	 
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC STARBUCK <SECAN>	5	2,234.0	2.545	Tonnes	93.5	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC TISDALE (PT250)	11	3,572.0	1.857	Tonnes	68.2	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	71	42,788.0	2.029	Tonnes	74.6	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	34	18,418.0	2.063	Tonnes	75.8	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	SWAN VALLEY WEST	RED SPRING WHEAT	CDC LANDMARK	4	1,038.0	2.204	Tonnes	81.0	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	4	922.0	1.328	Tonnes	48.8	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	ELLERSLIE <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	SWAN VALLEY WEST	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	6	1,146.0	1.875	Tonnes	68.9	Bushels
2022	SWAN VALLEY WEST	RED SPRING WHEAT	SY MANNESS	Below	Minimum	Tolerance	 	 	 
2022	TACHE	RED SPRING WHEAT	AAC BRANDON (BW 932)	47	12,481.0	1.756	Tonnes	64.5	Bushels
2022	TACHE	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	TACHE	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2022	TACHE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	4	1,194.0	2.066	Tonnes	75.9	Bushels
2022	TACHE	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	TACHE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	TACHE	RED SPRING WHEAT	CDC STANLEY (BW880)	Below	Minimum	Tolerance	 	 	 
2022	TACHE	RED SPRING WHEAT	CS DAYBREAK <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2022	THOMPSON	RED SPRING WHEAT	AAC BRANDON (BW 932)	30	9,454.0	1.808	Tonnes	66.4	Bushels
2022	THOMPSON	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	THOMPSON	RED SPRING WHEAT	AAC STARBUCK <SECAN>	22	6,180.0	1.787	Tonnes	65.7	Bushels
2022	THOMPSON	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	THOMPSON	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2022	THOMPSON	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2022	THOMPSON	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	THOMPSON	RED SPRING WHEAT	SY GABBRO <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	AAC BRANDON (BW 932)	62	36,731.7	1.422	Tonnes	52.2	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AAC BROADACRES <PROVEN>	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	AAC ELIE(BW931)	35	17,238.5	1.366	Tonnes	50.2	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AAC HOCKLEY |BW5044|	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	8	5,691.0	1.522	Tonnes	55.9	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AAC REDBERRY	4	1,495.0	1.125	Tonnes	41.4	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AAC STARBUCK <SECAN>	21	6,372.0	1.338	Tonnes	49.1	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	4	1,864.0	1.062	Tonnes	39.0	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	7	6,592.0	1.512	Tonnes	55.6	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	BOLLES <SEED DEPOT>	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	CARBERRY (BW874)	3	910.0	1.177	Tonnes	43.3	Bushels
2022	TWO BORDERS	RED SPRING WHEAT	CDC PLENTIFUL (PT580)	Below	Minimum	Tolerance	 	 	 
2022	TWO BORDERS	RED SPRING WHEAT	SY TORACH <SYNGENTA>	3	2,092.0	1.660	Tonnes	61.0	Bushels
2022	UNORG TERRITORY	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	UNORG TERRITORY	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	UNORG TERRITORY	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	VICTORIA	RED SPRING WHEAT	AAC BRANDON (BW 932)	17	6,042.0	1.669	Tonnes	61.3	Bushels
2022	VICTORIA	RED SPRING WHEAT	AAC ELIE(BW931)	10	2,012.0	1.239	Tonnes	45.5	Bushels
2022	VICTORIA	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	7	1,045.0	1.489	Tonnes	54.7	Bushels
2022	VICTORIA	RED SPRING WHEAT	AAC REDBERRY	Below	Minimum	Tolerance	 	 	 
2022	VICTORIA	RED SPRING WHEAT	AAC STARBUCK <SECAN>	8	2,636.0	1.859	Tonnes	68.3	Bushels
2022	VICTORIA	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	VICTORIA	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	VICTORIA	RED SPRING WHEAT	CDC TITANIUM <PROVEN>	Below	Minimum	Tolerance	 	 	 
2022	VICTORIA	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	VICTORIA	RED SPRING WHEAT	SY TORACH <SYNGENTA>	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC BRANDON (BW 932)	73	31,277.0	1.684	Tonnes	61.9	Bushels
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC ELIE(BW931)	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC MAGNET |BW 1045, BJ14*A01135|	3	680.0	1.386	Tonnes	50.9	Bushels
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC REDBERRY	8	4,120.0	1.360	Tonnes	50.0	Bushels
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC REDSTAR <SECAN> |PT488|	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC STARBUCK <SECAN>	40	15,684.0	2.093	Tonnes	76.9	Bushels
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC TISDALE (PT250)	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC VIEWFIELD <FP GENETICS>|BW965| EXP	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AAC WHEATLAND <SECAN>	32	11,089.0	1.706	Tonnes	62.7	Bushels
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	BOLLES <SEED DEPOT>	8	2,026.0	1.400	Tonnes	51.4	Bushels
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	CDC LANDMARK	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	GLENN	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	NEEPAWA	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	SY CAST	Below	Minimum	Tolerance	 	 	 
2022	WALLACE-WOODWORTH	RED SPRING WHEAT	SY TORACH <SYNGENTA>	5	1,730.0	1.771	Tonnes	65.1	Bushels
2022	WEST INTERLAKE	RED SPRING WHEAT	CARDALE (BW429)	Below	Minimum	Tolerance	 	 	 
2022	WEST ST. PAUL	RED SPRING WHEAT	AAC BRANDON (BW 932)	Below	Minimum	Tolerance	 	 	 
2022	WEST ST. PAUL	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	Below	Minimum	Tolerance	 	 	 
2022	WEST ST. PAUL	RED SPRING WHEAT	AAC STARBUCK <SECAN>	Below	Minimum	Tolerance	 	 	 
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC BRANDON (BW 932)	48	34,074.0	1.488	Tonnes	54.7	Bushels
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC CAMERON VB <CANTERRA>	Below	Minimum	Tolerance	 	 	 
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC ELIE(BW931)	3	905.0	1.309	Tonnes	48.1	Bushels
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC HODGE |BW1069|	Below	Minimum	Tolerance	 	 	 
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC LEROY VB <ALLIANCE>	6	3,478.0	1.604	Tonnes	59.0	Bushels
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC REDBERRY	5	2,220.0	1.263	Tonnes	46.4	Bushels
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AAC STARBUCK <SECAN>	23	10,504.0	1.654	Tonnes	60.8	Bushels
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	AC BARRIE (BW 661)	Below	Minimum	Tolerance	 	 	 
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	BOLLES <SEED DEPOT>	4	1,370.0	1.536	Tonnes	56.5	Bushels
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	CARBERRY (BW874)	Below	Minimum	Tolerance	 	 	 
2022	WESTLAKE-GLADSTONE	RED SPRING WHEAT	CDC PILAR CLPLUS	Below	Minimum	Tolerance	 	 	 
